EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/LogFlush,Exclusive/GameThread/EventWait
,0.2214,0.066400,0.012900,0.098300,0.012100,0.029500,0.001700,0.006400,0.002900,0.021700,0.001400,0.003500,0.020100,0.2524,0.2411,0.9308,0.014800,0.3929,0.016900,0.000800,0.002200,20.4468,20.5425,0.002100,0.001100,0.000200,0.007000,0.039300,0.000100,0.002200,0.019200,0.001200,0.001700,0.054900,0.015300,0.000100,0.1043,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8161,15697.2148,5452.8828,6214.1250,0,21150.0977,0,0,0,0,20.4423,0,0,0,0,0,0,0,0,0,0
,12.4416,0.057600,0.011200,0.069900,0.010600,0.026200,0.002000,0.006200,0.002800,0.018400,0.001300,0.002300,0.020900,6.9867,0.2781,0.9795,0.015100,0.2859,0.018700,0.000800,0.010900,0.005000,0.093400,0.001200,0.000700,0.000100,0.006800,0.037200,0.000200,0.001700,0.018500,0.001300,0.001500,0.048600,0.013700,0.000100,4.4227,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6591,15697.1953,5452.8828,6214.1250,0,21150.0781,0,0,1,0,0,0,0,0,311,204,0,0.074700,0,0,0
,0.2468,0.053700,0.011300,0.071300,0.010300,0.025200,0.001700,0.005800,0.002500,0.019400,0.001000,0.003200,0.026300,0.2534,0.2688,0.8965,0.013000,0.2985,0.016300,0.000500,0.001600,0.004100,0.086400,0.001200,0.000600,0.000100,0.005900,0.033000,0.000100,0.001500,0.014600,0.001200,0.001700,0.042000,0.012500,0.000300,0.1318,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3948,15697.1953,5452.8828,6214.1250,0,21150.0781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.6101,0.066400,0.012300,0.084000,0.013400,0.029400,0.002000,0.006400,0.003300,0.024000,0.001200,0.003800,0.021300,0.3120,0.2426,0.8539,0.016900,0.3108,0.020100,0.000900,0.003100,0.005000,0.1056,0.001500,0.000800,0.000100,0.006900,0.040300,0.000600,0.002300,0.018000,0.001200,0.001600,0.052600,0.015100,0.000300,11.4105,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6208,15697.3828,5452.8828,6214.1250,0,21150.2656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.2712,0.061600,0.013400,0.074700,0.011500,0.028300,0.001800,0.006900,0.002800,0.022500,0.001300,0.003500,0.022200,0.2816,0.2401,0.8766,0.015900,0.3294,0.018400,0.000700,0.002800,0.004800,0.094800,0.001100,0.000500,0.000100,0.006500,0.035700,0.000100,0.001800,0.015400,0.001300,0.001600,0.047200,0.013400,0.000200,0.1885,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0892,15697.2695,5452.8828,6214.1250,0,21150.1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,14.6730,0.080600,0.016700,0.098500,0.014300,0.038900,0.002300,0.008900,0.004000,0.029900,0.001400,0.004900,0.028300,0.3595,0.3258,1.2204,0.020700,0.4301,0.020200,0.000900,0.002600,0.005200,0.1099,0.001400,0.000800,0.000100,0.007300,0.037700,0.000200,0.001800,0.019300,0.001400,0.003100,0.058100,0.016600,0.000300,12.8936,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7074,15697.3086,5452.8828,6214.1250,0,21150.1914,0,0,0,0,0,0,0,0,469,397,0,0.1082,0,0,0
,0.3338,0.060400,0.012500,0.097300,0.011900,0.029400,0.002100,0.007000,0.002200,0.019800,0.001300,0.001900,0.020600,0.2549,0.2654,0.9309,0.015300,0.3121,0.016100,0.000700,0.010100,20.4836,20.5834,0.001700,0.000800,0.000100,0.007700,0.039100,0.000200,0.002000,0.018700,0.001200,0.001500,0.050300,0.013500,0.000200,0.079400,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0845,15697.3086,5452.8828,6214.1250,0,21150.1914,0,0,1,0,20.4789,0,0,0,0,0,0,0,0,0,0
,12.3564,0.061300,0.010500,0.075700,0.012700,0.023500,0.001500,0.005300,0.002400,0.016900,0.001200,0.002100,0.019200,6.7671,0.2482,0.8779,0.015100,0.3438,0.021600,0.000800,0.002400,0.005000,0.098800,0.001500,0.000700,0.000100,0.007300,0.042300,0.000200,0.002000,0.016400,0.001400,0.001900,0.055400,0.015600,0.000200,4.6516,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5967,15697.4336,5452.8828,6214.1250,0,21150.3164,0,0,0,0,0,0,0,0,348,214,0,0.077200,0,0,0
,0.2432,0.059500,0.012600,0.069700,0.010700,0.029800,0.001600,0.006800,0.003200,0.022800,0.001400,0.003600,0.021800,0.2782,0.2332,0.9128,0.014300,0.4071,0.015800,0.000600,0.001900,0.007900,0.085300,0.001000,0.000500,0,0.005600,0.033700,0.000100,0.001300,0.014200,0.001100,0.001500,0.044100,0.012000,0.000100,0.1623,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1418,15697.4336,5452.8828,6214.1250,0,21150.3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,13.6010,0.074600,0.014900,0.094600,0.014100,0.037800,0.002100,0.008700,0.003900,0.029700,0.001300,0.004600,0.029000,0.3621,0.2752,1.2142,0.030800,0.3137,0.019700,0.001000,0.002800,0.005000,0.1023,0.001600,0.000700,0.000100,0.007000,0.037800,0.000200,0.002100,0.016800,0.001200,0.002000,0.052400,0.015000,0.000200,11.8829,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8805,15697.4336,5452.8828,6214.1250,0,21150.3164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.2183,0.055600,0.012700,0.067900,0.010200,0.029300,0.002200,0.007700,0.002900,0.025400,0.001300,0.002800,0.019000,0.2395,0.2264,0.9110,0.012200,0.3072,0.015200,0.000400,0.001900,0.003500,0.078600,0.001300,0.000400,0.000100,0.005400,0.028700,0.000100,0.001300,0.012800,0.001200,0.001200,0.037000,0.011000,0.000100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5400,15697.4336,5452.8828,6214.1250,0,21150.3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.5844,0.073100,0.013700,0.084100,0.013200,0.028300,0.002200,0.006900,0.003300,0.025300,0.001300,0.003700,0.022900,0.4100,0.2405,1.0110,0.017200,0.2908,0.018300,0.001100,0.002900,0.005000,0.1045,0.001500,0.000700,0.000100,0.007600,0.039100,0.000300,0.002300,0.016900,0.001200,0.002000,0.061100,0.015600,0.000200,11.0124,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3586,15697.4336,5452.8828,6214.1250,0,21150.3164,0,0,0,0,0,0,0,0,468,396,0,0.1021,0,0,0
,0.2348,0.077800,0.012300,0.1357,0.013500,0.027200,0.001800,0.006700,0.002900,0.022600,0.001200,0.003500,0.023400,0.3109,0.2287,0.9046,0.014400,0.3177,0.017800,0.000800,0.009000,20.1700,22.9946,0.002100,0.000900,0.000200,0.009800,0.053000,0.000200,0.002100,0.020200,0.001400,0.001800,0.076400,0.016300,0.000300,0.1301,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,51,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5901,15698,5452.8828,6214.1250,0,21150.8828,0,0,1,0,20.1646,1,2,2,235,117,0,0.056700,0,0,0
,12.8344,0.062700,0.012500,0.1012,0.012400,0.028400,0.001800,0.005900,0.002700,0.019000,0.001500,0.002300,0.021600,6.8051,0.2537,0.8597,0.014000,0.3266,0.021700,0.001000,0.002800,0.004500,0.096400,0.001600,0.000700,0,0.007300,0.057700,0.000200,0.002400,0.018500,0.001300,0.001700,0.052900,0.014600,0.000300,5.1577,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2039,15698,5452.8828,6214.1250,0,21150.8828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.3711,0.065300,0.013200,0.080600,0.012900,0.032100,0.002100,0.016900,0.002400,0.042900,0.000900,0.003000,0.020100,0.2855,0.2746,0.9375,0.016400,0.4298,0.021300,0.000900,0.002800,0.004900,0.1057,0.001500,0.000800,0.000100,0.006900,0.039600,0.000200,0.001900,0.044700,0.001200,0.001400,0.053900,0.015200,0.000100,11.0477,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4886,15697.8750,5452.8828,6214.1250,0,21150.7578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.2401,0.052400,0.039000,0.072300,0.010100,0.024400,0.001600,0.006200,0.002600,0.020300,0.000900,0.002600,0.019000,0.2644,0.2071,1.0189,0.014500,0.2426,0.023400,0.000700,0.002900,0.004900,0.085800,0.001000,0.000500,0.000100,0.006500,0.036300,0.000100,0.001700,0.016000,0.001300,0.001500,0.038600,0.011900,0.000100,0.1140,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7367,15697.8750,5452.8828,6214.1250,0,21150.7578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.4580,0.067000,0.013500,0.087900,0.012900,0.031300,0.002000,0.007600,0.003500,0.026300,0.001200,0.004400,0.022600,0.3153,0.3157,0.9856,0.032900,0.4364,0.022600,0.001000,0.002800,0.005600,0.1171,0.001600,0.000800,0.000100,0.007600,0.039400,0.000500,0.001900,0.017800,0.001400,0.003100,0.052500,0.014200,0.000100,10.9518,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1776,15697.8906,5452.8828,6214.1250,0,21150.7734,0,0,0,0,0,0,0,0,447,396,0,0.096600,0,0,0
,0.2424,0.065800,0.010800,0.1021,0.012300,0.025700,0.001800,0.006200,0.002700,0.020900,0.001100,0.002800,0.019500,0.2407,0.2055,0.8357,0.013600,0.2838,0.016100,0.000600,0.009600,20.5118,20.6099,0.002000,0.001000,0.000200,0.008700,0.041000,0.000200,0.002200,0.020400,0.001300,0.008000,0.057300,0.016400,0.000200,0.1490,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4102,15698.0312,5452.8828,6214.1250,0,21150.9141,0,0,1,0,20.5074,0,0,0,0,0,0,0,0,0,0
,12.4784,0.063900,0.013100,0.075400,0.012500,0.029600,0.001800,0.006700,0.002600,0.020300,0.001500,0.001900,0.022700,6.9147,0.2837,0.9404,0.014800,0.3790,0.019700,0.000900,0.002700,0.004900,0.098800,0.001300,0.000700,0.000100,0.007300,0.040300,0.000200,0.002200,0.018000,0.001600,0.001600,0.052100,0.015100,0.000200,4.5455,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8325,15698.0312,5452.8828,6214.1250,0,21150.9141,0,0,0,0,0,0,0,0,348,214,0,0.074800,0,0,0
,0.2222,0.052200,0.011600,0.065800,0.009500,0.028100,0.001700,0.005700,0.002500,0.020900,0.001000,0.003000,0.019300,0.2675,0.2180,0.8619,0.014500,0.3211,0.016900,0.000700,0.002200,0.004200,0.081500,0.001000,0.000400,0,0.005200,0.031400,0.000200,0.001600,0.014600,0.001100,0.001400,0.039200,0.011100,0.000200,0.1545,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2925,15698.0312,5452.8828,6214.1250,0,21150.9141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.7119,0.075200,0.013400,0.090900,0.014400,0.031700,0.002400,0.007600,0.003900,0.027300,0.001200,0.003700,0.026600,0.3158,0.2616,0.9785,0.017000,0.3911,0.019600,0.001000,0.002800,0.004700,0.1039,0.001600,0.000700,0.000100,0.007400,0.050000,0.000200,0.006300,0.017400,0.001300,0.001600,0.8177,0.016100,0.000100,11.2935,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8672,15698.0547,5452.8828,6214.1250,0,21150.9375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.3030,0.060000,0.013000,0.099100,0.012100,0.029300,0.002100,0.005900,0.003600,0.023800,0.001000,0.003500,0.020100,0.2675,0.2832,0.9187,0.014400,0.2359,0.018800,0.000800,0.002400,0.003900,0.089700,0.001100,0.000700,0.000100,0.006100,0.034200,0.000100,0.001600,0.015400,0.001100,0.001300,0.043100,0.013500,0.000100,0.1508,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3233,15698.0547,5452.8828,6214.1250,0,21150.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.8119,0.067100,0.012800,0.083900,0.013400,0.030700,0.001800,0.006900,0.003000,0.024600,0.001300,0.003600,0.026700,0.4782,0.2586,0.9871,0.018000,0.3970,0.019500,0.000900,0.002600,0.005100,0.1062,0.001600,0.000800,0.000100,0.007500,0.038600,0.000200,0.002100,0.017900,0.001200,0.001500,0.058200,0.015100,0.000200,11.2538,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,15698.2188,5452.8828,6214.1250,0,21151.1016,0,0,0,0,0,0,0,0,470,396,0,0.099600,0,0,0
,0.3438,0.079100,0.014100,0.1164,0.013100,0.029200,0.002400,0.006900,0.002900,0.023200,0.001300,0.003300,0.021600,0.2676,0.2658,0.8958,0.013500,0.2453,0.018200,0.000900,0.010500,20.8973,20.9552,0.002000,0.000700,0.000100,0.009200,0.041200,0.000100,0.001900,0.019000,0.001400,0.001500,0.055800,0.040000,0.000200,0.1461,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8889,15698.6992,5452.8828,6214.1250,0,21151.5820,0,0,1,0.052200,20.8926,0,0,0,237,117,0,0.061300,0,0,0
,12.4422,0.064700,0.011700,0.086400,0.012300,0.027000,0.001800,0.005800,0.002600,0.018500,0.001200,0.002300,0.021800,6.7585,0.2556,0.9028,0.016700,0.4017,0.019800,0.000900,0.002900,0.005900,0.1082,0.002400,0.001000,0.000100,0.007600,0.041000,0.000100,0.002200,0.016100,0.001200,0.001500,0.059300,0.015700,0.000200,4.7191,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8252,15698.6992,5452.8828,6214.1250,0,21151.5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.7113,0.065500,0.012400,0.079800,0.012900,0.029200,0.001700,0.006300,0.002700,0.021600,0.001000,0.003000,0.020700,0.3502,0.2385,0.8720,0.015100,0.3032,0.021000,0.000900,0.002800,0.004800,0.097700,0.001400,0.000900,0.000100,0.006500,0.038900,0.000100,0.001900,0.017000,0.001300,0.001600,0.054300,0.015700,0.000100,11.4991,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,50,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3700,15699.2188,5452.8828,6214.1250,0,21152.1016,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0
