EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1700,0.074700,0.090400,0.015600,0.1471,0.016200,0.065700,0.002200,0.007100,1.6955,1.7167,0.001700,0.008400,0.039400,0.7513,0.3081,0.2524,0.014900,0.003000,0.2717,0.020800,0.000600,0.002700,7.4189,7.6337,0.001900,0.001400,0.003800,0.019100,0.1357,0.4304,0.2055,0.001600,0.022200,0.001200,0.001700,0.6612,0.013400,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,46,2,49,0,5,3,3,0,0,13,0,13,1,0,1,3,0,0,0,0,0,0,0,0.1114,0,29,0,0,0.3436,0.4550,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7591,10584.8516,5544.9336,6281.4453,0,16129.7852,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,7.1677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.9508,0.067800,0.1174,0.015200,0.097100,0.016700,0.077300,0.003000,0.008300,1.8396,1.8646,0.001500,0.007400,0.036400,1.9089,0.3029,0.2510,0.015600,0.003300,0.3307,0.020800,0.000900,0.002700,0.2625,0.4821,0.001400,0.000900,0.002000,0.014600,0.043000,0.6389,0.2390,0.001500,0.019300,0.001300,0.001500,0.1040,0.014900,0.000100,0,1.7685,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,49,0,3,6,6,0,1,313,0,13,0,0,1,6,0,0,0,0,0,0,0,0.094905,0,25,2.7451,0,0.7100,0.8049,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8136,10588.2578,5544.9336,6281.4453,0,16133.1914,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,2727,268,0,0.2200,0,0,0,0,0,0,0,0,0,0,0
,0.1614,0.082700,0.053600,0.019200,0.1123,0.017300,0.092500,0.002800,0.007800,1.8742,1.8966,0.001500,0.005800,0.036700,0.3979,0.2724,0.2419,0.014600,0.003400,0.2407,0.013300,0.000600,0.002300,1.3523,1.3792,0.001600,0.000800,0.002200,0.014900,0.045600,0.3673,0.088300,0.001500,0.021300,0.001300,0.001700,0.099400,0.013700,0.000100,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.099707,0,25,0,0,0.3091,0.4088,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4359,10585.7539,5544.9336,6281.4453,0,16130.6875,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.4811,0.076000,0.047500,0.017000,0.1135,0.017200,0.1255,0.002400,0.008600,1.8826,1.9069,0.001900,0.010500,0.041000,0.4877,0.3844,0.2756,0.016700,0.004900,0.2894,0.032800,0.000700,0.002100,0.3687,0.3985,0.001500,0.001100,0.002400,0.018500,0.043900,0.2962,0.1080,0.001600,0.021300,0.001700,0.001600,0.1168,0.017300,0.000200,0.081200,2.6044,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0.079308,0,21,0,0,0.2527,0.3320,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2263,10583.5742,5544.9336,6281.4453,0,16128.5078,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1580,0.072600,0.081800,0.015000,0.1104,0.017400,0.063600,0.002600,0.007600,1.8071,1.8288,0.001600,0.006100,0.036400,0.9252,0.2653,0.2375,0.013500,0.002900,0.2589,0.014600,0.000700,0.002100,1.7428,0.5423,0.001600,0.001500,0.003400,0.017700,0.048300,0.3593,0.1974,0.001700,0.020400,0.001300,0.001500,0.1161,0.014800,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.097606,0,25,0,0,0.2807,0.3783,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8047,10583.8594,5544.9336,6281.4453,0,16128.7930,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,1.4086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.0425,0.068700,0.056900,0.014200,0.1161,0.018100,0.069200,0.002900,0.007900,2.0131,2.0364,0.001900,0.011400,0.042900,0.5131,0.3054,0.2732,0.016000,0.003600,0.3973,0.016900,0.000900,0.075000,0.6468,0.6969,0.002000,0.001500,0.002400,0.019000,0.047600,0.3828,0.1031,0.001700,0.022400,0.001700,0.001700,0.1107,0.015800,0.000100,0,3.2478,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1045,0,26,0,0,0.2970,0.4015,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4047,10582.5156,5544.9961,6281.4453,0,16127.5117,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1642,0,0,1477,449,0,0.2382,0,0,0,0,0,0,0,0,0,0,0
,0.1596,0.083100,0.086900,0.017200,0.1771,0.018700,0.035200,0.002600,0.009300,1.7110,1.7353,0.003300,0.008100,0.038400,0.8937,0.2826,0.2407,0.014700,0.003500,0.3240,0.015500,0.000700,0.002300,7.6319,7.8363,0.002200,0.001100,0.003800,0.024100,0.054300,0.4709,0.1832,0.001900,0.026700,0.002100,0.002400,0.7128,0.017400,0.000300,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,0,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.1467,0,25,0,0,0.3494,0.4961,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4681,10582.0156,5544.9961,6281.4453,0,16127.0117,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,7.3809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1537,0.077400,0.1340,0.015100,0.1130,0.018900,0.079300,0.002500,0.007700,1.7245,1.7468,0.001700,0.007900,0.038000,1.8483,0.2456,0.2357,0.014300,0.002800,0.3490,0.018200,0.000800,0.002800,0.2717,0.5186,0.002400,0.001200,0.002000,0.017400,0.053800,0.6905,0.3260,0.001900,0.024800,0.001700,0.002000,0.1377,0.014200,0.000100,0,2.8906,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,6,6,0,1,313,0,13,0,0,2,6,0,0,0,0,0,0,0,0.1011,0,21,2.9326,0,0.7914,0.8925,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6866,10581.3438,5544.9961,6281.4453,0,16126.3398,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,1081,263,0,0.1194,0,0,0,0,0,0,0,0,0,0,0
,0.1677,0.1181,0.1019,0.025500,0.1474,0.020500,0.2345,0.003000,0.013200,2.1855,2.2291,0.002100,0.013900,0.041800,0.6738,0.2713,0.2438,0.014200,0.003300,0.3144,0.021100,0.000800,0.002500,1.2542,1.2969,0.001900,0.000900,0.002300,0.016000,0.045100,0.7519,0.1585,0.001500,0.019700,0.001600,0.001600,0.1168,0.016300,0.000300,0.1529,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,4,4,0,0,401,0,1,0,0,2,4,0,0,0,0,0,0,0,0.1177,0,32,2.9082,0,0.8642,0.9819,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5069,10581.2656,5544.9961,6281.4453,0,16126.2617,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.5818,0.078800,0.088300,0.013200,0.1128,0.019400,0.032800,0.002300,0.012600,1.8182,1.8484,0.001600,0.007200,0.037200,0.7642,0.2656,0.2430,0.013900,0.003100,0.3651,0.017400,0.001000,0.002500,0.6042,0.6604,0.001900,0.001200,0.002800,0.020600,0.051800,0.4835,0.1980,0.002200,0.032200,0.002000,0.002700,0.1213,0.012500,0.000200,0,2.5121,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,1,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.1174,0,28,0,0,0.3953,0.5127,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0140,10583.6484,5545.0586,6281.4453,0,16128.7070,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1463,0.067400,0.1501,0.011500,0.1005,0.016100,0.072600,0.002300,0.006600,1.2511,1.2705,0.001400,0.006200,0.034100,0.6124,0.3575,0.2534,0.015700,0.003700,0.3931,0.016600,0.000700,0.002200,1.5448,0.4839,0.001500,0.001100,0.002600,0.015700,0.046700,0.3458,0.094600,0.001900,0.021200,0.001500,0.002200,0.1103,0.013900,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.093099,0,23,0,0,0.3908,0.4839,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7353,10580.7031,5545.0586,6281.4453,0,16125.7617,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1.2523,0,0,4900,422,0,0.2718,0,0,0,0,0,0,0,0,0,0,0
,4.4662,0.1412,0.088900,0.011100,0.1025,0.014500,0.067100,0.002500,0.006900,1.5695,1.5898,0.001500,0.007200,0.037900,0.7876,0.2778,0.2459,0.014800,0.003100,0.3961,0.013000,0.000700,0.054200,1.9767,0.5377,0.001500,0.000700,0.002700,0.018300,0.040800,0.3362,0.1861,0.001200,0.019900,0.001200,0.001200,0.1073,0.013500,0.000100,0,3.2424,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,13,0,13,1,0,2,3,0,0,0,0,0,0,0,0.088498,0,23,0,0,0.2683,0.3568,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8279,10584.2031,5545.0664,6281.4453,0,16129.2695,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,1.6673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2047,0.068900,0.061900,0.009400,0.1484,0.015100,0.058500,0.002200,0.008000,1.4455,1.4707,0.001300,0.007500,0.034700,0.6421,0.2505,0.2522,0.016900,0.003500,0.2819,0.015200,0.000800,0.002700,7.5556,7.6836,0.001900,0.001000,0.004500,0.023200,0.056000,0.3724,0.082900,0.001800,0.022700,0.001700,0.002100,0.6302,0.011700,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1063,0,25,0,0,0.3163,0.4226,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6298,10579.6055,5545.0703,6281.4453,0,16124.6758,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1289,7.0670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0203,0.074400,0.1339,0.015700,0.1132,0.017200,0.077600,0.002700,0.008400,1.6555,1.6788,0.001400,0.007400,0.034100,1.7263,0.2622,0.2546,0.013900,0.002700,0.3609,0.013200,0.000800,0.002100,0.2520,1.3928,0.001500,0.000900,0.002100,0.016700,0.049400,0.6949,0.2696,0.001500,0.021800,0.001500,0.001700,0.1153,0.014800,0.000200,0,2.8486,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,6,6,0,3,313,0,13,0,0,2,6,0,0,0,0,0,0,0,0.1114,0,33,2.9307,0,0.7873,0.8987,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0328,10579.1797,5545.0859,6281.4453,0,16124.2656,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,1083,294,0,0.1292,0,0,0,0,0,0,0,0,0,0,0
,3.0897,0.082000,0.083000,0.013000,0.1166,0.017200,0.088100,0.002100,0.007400,1.7984,1.8201,0.002400,0.008500,0.036300,0.8248,0.2553,0.2355,0.013700,0.003200,0.4007,0.023200,0.000900,0.003200,0.3240,0.6062,0.001800,0.001500,0.003100,0.020700,0.063400,0.6527,0.1199,0.005800,0.023800,0.001500,0.002300,0.1081,0.011600,0.000200,0.063200,2.4143,0,0,0,0,0,57,0,0,0,0,0,0,1,1,1,1,46,2,49,0,3,1,1,0,34,5,0,1,1,0,1,1,0,0,0,0,0,0,0,0.1505,0,24,0,0,0.5722,0.7227,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0563,10578.9727,5545.1016,6281.4453,0,16124.0742,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,0.1611,0.081500,0.093900,0.017800,0.1072,0.017900,0.081800,0.002400,0.007700,1.6922,1.7145,0.001700,0.007800,0.034900,0.8212,0.2759,0.2493,0.013400,0.003000,0.4032,0.016600,0.001000,0.002800,0.2603,0.4781,0.001600,0.001000,0.002100,0.014600,0.1222,0.4079,0.1802,0.001700,0.027500,0.001500,0.002100,0.1243,0.011600,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,4,3,3,0,0,13,0,13,1,0,2,3,0,0,0,0,0,0,0,0.1202,0,26,0,0,0.3099,0.4301,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9465,10578.7344,5545.1016,6281.4453,0,16123.8359,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3280,0.067000,0.055100,0.012100,0.1119,0.016000,0.076400,0.002400,0.007300,1.8278,1.8490,0.001400,0.006600,0.034500,0.7001,0.2642,0.2593,0.016200,0.003100,0.3762,0.030900,0.002200,0.003300,1.2601,1.3339,0.001600,0.000900,0.003300,0.018500,0.1006,0.4546,0.093200,0.001700,0.020600,0.001300,0.001600,0.099200,0.012000,0.000100,0,3.5566,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,45,3,48,0,4,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1182,0,28,0,0,0.3796,0.4978,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5013,10578.1484,5545.1914,6281.4453,0,16123.3398,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.2162,0,0,2947,352,0,0.2541,0,0,0,0,0,0,0,0,0,0,0
,0.1429,0.070200,0.085700,0.016600,0.1181,0.016200,0.042500,0.002200,0.010500,1.8202,1.8452,0.001600,0.006700,0.037300,0.7231,0.2551,0.2472,0.013600,0.003600,0.3185,0.013400,0.000800,0.050200,6.1749,6.1991,0.001800,0.000900,0.003500,0.018200,0.041700,0.3773,0.1690,0.001200,0.020500,0.001300,0.001500,0.2463,0.013300,0.000100,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,0,0,44,4,48,0,3,3,3,0,0,13,0,13,1,0,0,3,0,0,0,0,0,0,0,0.091590,0,22,0,0,0.3039,0.3955,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8934,10577.6875,5545.1914,6281.4453,0,16122.8789,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1756,5.7678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4548,0.071300,0.1014,0.015300,0.096900,0.015200,0.081600,0.002800,0.006500,1.6514,1.6721,0.001500,0.006700,0.033400,1.7615,0.2428,0.2433,0.014700,0.003500,0.2793,0.015100,0.000600,0.002400,0.6270,0.6544,0.001500,0.001000,0.002500,0.016100,0.045700,0.3185,0.1968,0.002000,0.023800,0.001300,0.001700,0.1041,0.013400,0.000100,0,2.2666,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.087302,0,24,0,0,0.2498,0.3371,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8941,10577.7109,5545.1914,6281.4453,0,16122.9023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1787,0.066100,0.043800,0.014300,0.1159,0.016600,0.076700,0.002300,0.007200,1.7985,1.8202,0.001900,0.008800,0.038300,0.6611,0.3056,0.2776,0.014500,0.003100,0.3352,0.017800,0.001200,0.004300,1.4829,0.5882,0.001500,0.000900,0.003500,0.018400,0.045700,0.3129,0.099300,0.001700,0.022000,0.001500,0.002000,0.1121,0.011900,0.000300,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.091504,0,25,0,0,0.2533,0.3448,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4721,10577.5195,5545.1914,6281.4453,0,16122.7109,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1.1835,0,0,1412,365,0,0.1584,0,0,0,0,0,0,0,0,0,0,0
,4.3304,0.074000,0.095800,0.018700,0.1073,0.016700,0.037800,0.002500,0.008800,2.1553,2.1811,0.001800,0.008900,0.036600,0.8089,0.2462,0.2338,0.014100,0.003300,0.2618,0.019100,0.000800,0.002700,0.5002,0.5430,0.001600,0.000900,0.002500,0.015900,0.044800,0.3348,0.2036,0.002000,0.021000,0.001200,0.001600,0.3360,0.013000,0.000200,0,3.1557,0,0,0,0,0,55,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,4,4,0,0,13,0,13,0,0,0,4,0,0,0,0,0,0,0,0.087500,0,22,0,0,0.2650,0.3525,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8234,10577.3594,5545.1914,6281.4453,0,16122.5508,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
