EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,Exclusive/GameThread/HandleRPC,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.1985,0.071100,0.1884,0.013900,0.1562,0.017500,0.1138,0.001800,0.008100,1.9104,1.9321,0.002500,0.009900,0.049900,0.5583,0.4399,0.3463,0.021900,0.006800,0.1346,0,0.3493,0.020800,0.001000,0.1134,8.0490,9.4222,0.001700,0.001000,0.004600,0.020600,0.1484,0.8318,0.001800,0.029600,0.001500,0.001800,0.8639,0.015400,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,12,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1739,0,39,0,0,0.7694,0.9433,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0243,5818.4609,5562.6133,6284.1719,0,11381.0742,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0.070500,7.6234,1,0,0,0,0,0,0,0,0,0,0,0,0
,5.0744,0.063000,0.2285,0.015000,0.095200,0.016800,0.072600,0.002400,0.008600,1.7111,1.7321,0.001900,0.006500,0.034500,1.9884,0.3309,0.2487,0.014000,0.005000,0.4564,2.5900,0.4574,0.014600,0.000900,0.003100,0.2549,0.5196,0.001900,0.001000,0.002800,0.021000,0.052400,1.0113,0.001900,0.022300,0.001400,0.001600,0.1128,0.014600,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,8,6,6,0,2,626,0,26,0,0,2,12,0,0,0,0,0,0,0,0.1346,0,14.5000,5.4990,0,1.2851,1.4197,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3916,5812.1172,5562.6133,6284.1719,0,11374.7305,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,3579,293,0,0.3812,0,0,0,0,0,0,0,0
,0.2406,0.068700,0.1264,0.012000,0.1034,0.015700,0.1052,0.001400,0.006900,2.3054,2.3252,0.001700,0.008000,0.036400,0.8478,0.4210,0.2860,0.016600,0.004600,0.1442,0,0.3064,0.032000,0.000500,0.003600,1.4041,1.4207,0.001500,0.000900,0.004000,0.019500,0.049500,0.9280,0.001700,0.020400,0.001400,0.001800,0.1161,0.014100,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,50,2,98,0,8,2,4,0,0,400,0,0,0,0,1,4,0,0,0,0,0,0,0,0.1458,0,32.5000,2.9082,0,1.0275,1.1733,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8788,5814.1836,5562.6133,6284.1719,0,11376.7969,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.7102,0.079100,0.1753,0.012200,0.1020,0.017600,0.062600,0.001800,0.007200,1.7959,1.8168,0.002100,0.009500,0.045700,1.0502,0.3402,0.2645,0.016000,0.006000,0.3277,2.0559,0.3565,0.015300,0.000600,0.002700,0.3713,0.3933,0.001700,0.000800,0.002900,0.020300,0.068600,0.5967,0.001900,0.030200,0.001800,0.002300,0.1294,0.013100,0.000100,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,50,2,98,0,8,3,3,0,0,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1373,0,21.5000,0,0,0.5186,0.6559,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6589,5812.2031,5562.6758,6284.1719,0,11374.8789,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0.2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1725,0.089100,0.096900,0.018400,0.1415,0.019900,0.1334,0.009000,0.019700,2.2983,2.3519,0.002100,0.010300,0.045700,0.5335,0.3373,0.3143,0.018500,0.005500,0.1453,0,0.3175,0.015700,0.000700,0.002600,2.2423,0.5900,0.003600,0.001000,0.003500,0.023500,0.1502,0.6132,0.002200,0.029300,0.001800,0.002000,0.1443,0.015900,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1585,0,31,0,0,0.5230,0.6815,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9329,5814.0742,5562.6758,6284.1719,0,11376.7500,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1.8909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4676,0.091300,0.2399,0.016600,0.1344,0.021400,0.1404,0.002100,0.007700,1.8700,1.8926,0.002200,0.010900,0.067800,1.6174,0.3216,0.2751,0.015900,0.006000,0.3241,2.6929,0.3309,0.016700,0.001000,0.003100,0.6826,0.7630,0.002100,0.001300,0.004200,0.025700,0.068600,0.6399,0.002000,0.032700,0.002600,0.002600,0.1472,0.017600,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1582,0,22.5000,0,0,0.5458,0.7040,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6853,5814.2031,5562.6836,6284.1719,0,11376.8867,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1612,0.081500,0,0,5909,462,0,0.4386,0,0,0,0,0,0,0,0
,0.1147,0.089200,0.1098,0.019700,0.1772,0.019500,0.1099,0.003300,0.012600,2.2701,2.3036,0.001600,0.006900,0.045500,0.5451,0.2724,0.3294,0.017200,0.005800,0.1478,0,0.3306,0.014400,0.000600,0.069100,8.3681,8.5821,0.001900,0.000900,0.006200,0.026200,0.056300,0.5490,0.001800,0.026800,0.001400,0.001900,0.6542,0.013800,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1534,0,28,0,0,0.4577,0.6111,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1630,5812.7031,5562.7461,6284.1719,0,11375.4492,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,8.1142,1,0,0,0,0,0,0,0,0,0,0,0,0
,5.1274,0.070500,0.2585,0.013300,0.1120,0.016200,0.1112,0.001900,0.007600,1.7999,1.8204,0.001800,0.006400,0.037600,2.2049,0.2773,0.2458,0.015200,0.008200,0.4219,2.4576,0.3554,0.014400,0.000900,0.002600,0.2663,0.5276,0.001800,0.000900,0.004500,0.023200,0.051200,1.0309,0.002100,0.023700,0.001200,0.001700,0.1280,0.017700,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,6,6,0,4,627,0,27,0,0,1,12,0,0,0,0,0,0,0,0.1376,0,22.5000,5.8730,0,1.2517,1.3893,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9121,5810.6367,5562.7461,6284.1719,0,11373.3828,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.079400,0,0,3588,293,0,0.3900,0,0,0,0,0,0,0,0
,0.2177,0.093400,0.1447,0.021200,0.1500,0.023300,0.1135,0.003400,0.009800,2.0945,2.1245,0.002400,0.011800,0.049100,1.1424,0.3707,0.3894,0.019400,0.007100,0.1627,0,0.3524,0.018900,0.000600,0.002600,1.2829,1.3273,0.001700,0.001100,0.004500,0.021200,0.051900,1.0345,0.001300,0.023200,0.001700,0.001500,0.1229,0.014700,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,4,0,0,400,0,0,0,0,2,5,0,0,0,0,0,0,0,0.2562,0,24,2.9082,0,1.0122,1.2684,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3455,5812.4023,5562.7461,6284.1719,0,11375.1484,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1734,0.082500,0.1983,0.014600,0.1093,0.016800,0.087900,0.002400,0.007500,1.7031,1.7259,0.001500,0.007000,0.039500,1.3006,0.2716,0.2397,0.014400,0.005800,0.3384,3.3537,0.3226,0.016300,0.000600,0.002900,0.5460,0.5980,0.001400,0.000700,0.002900,0.018700,0.053100,0.4202,0.001700,0.022700,0.001500,0.002000,0.1371,0.014600,0.000100,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1109,0,19,0,0,0.3739,0.4848,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2505,5807,5562.7461,6284.1719,0,11369.7461,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0.1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2032,0.076800,0.1057,0.013600,0.1295,0.017200,0.069000,0.002100,0.007700,2.1076,2.1301,0.001800,0.008000,0.044800,0.6829,0.4262,0.3990,0.022700,0.010300,0.1023,0,0.3648,0.020900,0.001400,0.004700,2.3938,0.7229,0.001800,0.001300,0.004700,0.023500,0.063900,0.8478,0.002300,0.028500,0.001400,0.002200,0.1557,0.018200,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1982,0,30.5000,0,0,0.7407,0.9389,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8242,5808.7383,5562.7461,6284.1719,0,11371.4844,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1.9844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4641,0.093500,0.2438,0.013600,0.1379,0.018400,0.1722,0.002200,0.008000,1.7586,1.7822,0.001700,0.008100,0.037100,1.5642,0.2792,0.2767,0.016300,0.005700,0.3065,2.7616,0.3888,0.018700,0.000800,0.002600,3.0593,0.6783,0.002200,0.001100,0.006200,0.028300,0.087400,0.6741,0.002300,0.030700,0.001600,0.002300,0.1545,0.017800,0.000300,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1843,0,23,0,0,0.5665,0.7508,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7876,5812.3320,5562.8086,6284.1719,0,11375.1406,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2.6352,0.080800,0,0,5556,462,0,0.3608,0,0,0,0,0,0,0,0
,0.1515,0.079300,0.2006,0.015000,0.1914,0.020500,0.1133,0.002300,0.008500,1.8081,1.8324,0.001500,0.007600,0.039600,0.5065,0.2673,0.2406,0.013800,0.003600,0.2030,0,0.2477,0.014100,0.000600,0.072600,7.5164,7.6309,0.002100,0.001300,0.005400,0.025900,0.077600,1.0934,0.006800,0.029900,0.001200,0.002000,0.7391,0.012200,0.000200,0,0,0,0,0,64,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,68,9,0,1,1,0,2,2,0,0,0,0,0,0,0,0.2444,0,22.5000,0,0,0.9890,1.2334,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4229,5810.7578,5562.8086,6284.1719,0,11373.5664,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0.1603,0.070400,6.9707,1,0,0,0,0,2,0,0,0,0,0,0,0
,4.4344,0.073600,0.2576,0.011300,0.1138,0.019600,0.034300,0.002300,0.009100,1.4268,1.4507,0.001200,0.007000,0.038500,2.2072,0.2984,0.2658,0.016700,0.005200,0.4330,1.7149,0.3737,0.017600,0.000900,0.002700,0.2708,0.5040,0.002800,0.001200,0.003800,0.026900,0.049700,1.0900,0.001600,0.023500,0.001300,0.001600,0.1144,0.014000,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,0,50,2,100,0,6,6,6,0,2,626,0,26,0,0,0,12,0,0,0,0,0,0,0,0.1685,0,28.5000,5.8770,0,1.3161,1.4846,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2373,5805.8047,5562.8086,6284.1719,0,11368.6133,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1527,0.1000,0.1771,0.017000,0.1311,0.019300,0.094400,0.002500,0.009400,2.1874,2.2119,0.002000,0.009400,0.048600,1.0997,0.3798,0.3457,0.018400,0.007100,0.1979,0,0.3439,0.025400,0.001400,0.004600,0.3786,0.7037,0.002300,0.001400,0.003300,0.026200,0.1098,1.3324,0.001200,0.023300,0.001100,0.001400,0.1768,0.015100,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,2,4,0,4,402,0,0,1,0,2,5,0,0,0,0,0,0,0,0.2606,0,28.5000,2.9229,0,1.3697,1.6303,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2763,5809.0547,5562.8711,6284.1719,0,11371.9258,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,5494,392,0,0.3451,0,0,0,0,0,0,0,0
,3.7651,0.1018,0.4575,0.013600,0.1500,0.021700,0.081600,0.002200,0.007500,1.9838,2.0088,0.002200,0.011900,0.040800,1.1484,0.3248,0.3006,0.017600,0.006600,0.4965,2.0389,0.4729,0.019500,0.000700,0.002300,0.2686,1.6654,0.002700,0.001100,0.004100,0.026500,0.096000,1.3079,0.002900,0.040700,0.001600,0.003700,0.1704,0.019300,0.000100,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,8,4,4,0,6,28,0,26,0,0,2,8,0,0,0,0,0,0,0,0.2563,0,35,2.0381,0,1.6145,1.8708,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0424,5809.3086,5562.8711,6284.1719,0,11372.1797,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1515,0.095200,0.067000,0.017700,0.1373,0.025900,0.1486,0.002300,0.010300,1.7230,1.7488,0.002100,0.008000,0.038100,0.8165,0.2860,0.2770,0.014400,0.004000,0.1345,0,0.3229,0.015200,0.000700,0.002500,1.2387,1.2746,0.001200,0.000900,0.002700,0.018100,0.079400,0.3971,0.001600,0.046100,0.002300,0.002700,0.1349,0.016700,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1108,0,18.5000,0,0,0.3342,0.4450,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0290,5812.4570,5562.8711,6284.1719,0,11375.3281,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1855,0.075900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.8014,0.080200,0.1779,0.014900,0.1075,0.017300,0.032400,0.002400,0.009800,1.9130,1.9390,0.001900,0.008600,0.039900,1.0773,0.3523,0.3930,0.019900,0.007000,0.2501,1.9380,0.3137,0.015000,0.000600,0.002500,0.4526,0.4753,0.001300,0.001200,0.003400,0.019200,0.061000,0.6232,0.002200,0.025000,0.001300,0.002300,0.2874,0.014400,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,0,50,2,98,0,8,3,3,0,0,26,0,26,0,0,0,6,0,0,0,0,0,0,0,0.1510,0,30.5000,0,0,0.5381,0.6891,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0824,5805.0469,5562.9336,6284.1719,0,11367.9805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1996,0,0,1,4218,364,0,0.4175,0,0,0,0,0,0,0,0
,0.1765,0.069700,0.1233,0.012500,0.1546,0.020500,0.1189,0.002000,0.007200,1.3660,1.3852,0.001700,0.008200,0.037900,0.5180,0.3042,0.2614,0.011400,0.003800,0.092700,0,0.3351,0.015200,0.000600,0.077500,8.0120,8.0766,0.002100,0.001300,0.008900,0.035400,0.1182,0.6402,0.001600,0.021900,0.001300,0.001700,0.1287,0.015500,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1587,0,21,0,0,0.5564,0.7151,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6081,5812.1680,5562.9336,6284.1719,0,11375.1016,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0.1888,0.077300,7.3270,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.5772,0.078000,0.1852,0.016300,0.1215,0.017700,0.095300,0.002500,0.009200,1.8419,1.8679,0.001700,0.007300,0.039600,2.7974,0.2778,0.2448,0.014400,0.004900,0.2901,1.5403,0.3587,0.019200,0.000800,0.002400,1.3864,0.5145,0.001800,0.000900,0.003600,0.020600,0.1180,0.5817,0.002200,0.027200,0.001500,0.002200,0.1502,0.014900,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,49,3,98,0,7,3,3,0,10,30,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1343,0,23.5000,0,0,0.5269,0.6612,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2670,5810.6484,5562.9336,6284.1719,0,11373.5820,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1.1869,0,0,0,2443,293,0,0.3710,0,0,0,0,0,0,0,0
,0.1922,0.068700,0.082500,0.013900,0.1052,0.016700,0.039700,0.002200,0.010300,1.8174,1.8433,0.001600,0.009400,0.039200,0.8101,0.3802,0.2764,0.016600,0.006800,0.1018,0,0.2762,0.021900,0.000700,0.003700,0.5101,0.5679,0.001200,0.000800,0.002800,0.017700,0.053600,0.6923,0.001600,0.022700,0.001300,0.001400,0.1139,0.013600,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,48,4,98,0,6,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1461,0,25,0,0,0.6159,0.7620,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9440,5805.6680,5562.9961,6284.1719,0,11368.6641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
