EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Pathfinding,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,4.4122,0.069300,0.3423,0.012100,0.1277,0.018700,0.085800,0.002600,0.008000,2.2465,2.2698,0.001600,0.008400,0.044000,2.8101,0.3110,0.3900,0.023200,0.008600,0.8093,0.2659,0.027800,0.000800,0.002500,0.2230,0.4701,0.001000,0.000600,0.002600,0.014200,0.060800,1.4380,0.5468,0.001900,0.022500,0.001700,0.002100,0.1360,0.015800,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,6,6,0,2,626,0,26,0,0,2,12,0,0,0,0,0,0,0,0.1962,0,26,5.4678,0,1.7181,1.9143,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6134,5945.7773,5497.5547,6215.8164,0,11443.3320,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1684,0.080500,0.1474,0.011900,0.1112,0.016900,0.087200,0.002100,0.007400,1.3523,1.3722,0.001400,0.005300,0.033500,0.9984,0.3069,0.2468,0.012100,0.003400,0,0.3951,0.024100,0.000700,0.003100,0.3328,0.6140,0.002100,0.001100,0.003800,0.022100,0.063500,0.9739,0.2220,0.001900,0.029300,0.001600,0.002100,0.1402,0.013800,0.000300,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,2,4,0,0,400,0,0,0,0,3,5,0,0,0,0,0,0,0,0.1370,0,21.5000,2.9082,0,1.1155,1.2525,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7371,5945.4688,5497.5547,6215.8164,0,11443.0234,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,5284,387,0,0.5422,0,0,0,0,0,0,0,0,0,0
,5.5933,0.078400,0.2285,0.010100,0.1313,0.020200,0.1748,0.002600,0.007200,2.1217,2.1446,0.001700,0.008800,0.047800,1.3470,0.3726,0.3544,0.020000,0.007700,3.4484,0.3948,0.019200,0.001000,0.003000,1.7109,1.7828,0.001500,0.000800,0.004500,0.020700,0.1052,0.7222,0.3743,0.002900,0.035300,0.001800,0.002100,0.1511,0.016900,0.000300,0.1034,0.2263,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1903,0,26,0,0,0.6214,0.8117,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4676,5946.4023,5497.6172,6215.8164,0,11444.0195,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1772,0.073800,0.1034,0.013300,0.1043,0.016000,0.083000,0.003000,0.008200,2.2608,2.2871,0.001800,0.007900,0.047300,0.5114,0.3205,0.3512,0.016600,0.006900,0,0.4571,0.013700,0.000800,0.002300,0.4584,0.6383,0.001700,0.000600,0.003100,0.018200,0.060800,1.0117,0.1829,0.002700,0.029000,0.001700,0.002100,0.1282,0.014300,0.000400,0,0.2010,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0.2299,0,22.5000,0,0,0.8475,1.0774,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4273,5944.7852,5497.6172,6215.8164,0,11442.4023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.4984,0.091000,0.3264,0.016800,0.1501,0.024700,0.2012,0.003100,0.009300,2.1235,2.1523,0.001800,0.010500,0.047800,1.7492,0.3065,0.3094,0.018200,0.007900,3.4862,0.3654,0.023500,0.000700,0.094100,2.2582,0.6542,0.001800,0.001100,0.005200,0.025300,0.065500,0.7684,0.3896,0.002200,0.029200,0.001600,0.002800,0.1507,0.015900,0.000300,0.1124,1.8757,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,3,3,0,0,27,0,27,1,0,3,6,0,0,0,0,0,0,0,0.2097,0,27.5000,0,0,0.7139,0.9236,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2474,5944.6562,5497.6172,6215.8164,0,11442.2734,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,3896,364,0,0.3772,0,0,0,0,0,0,0,0,0,0
,0.1634,0.078400,0.085400,0.015700,0.1699,0.019100,0.073100,0.002900,0.008900,1.9806,2.0075,0.002100,0.010400,0.048100,0.5623,0.3896,0.3511,0.021000,0.006500,0,0.4142,0.019900,0.001100,0.002700,10.1786,10.2635,0.002300,0.001400,0.005300,0.026000,0.068100,0.6218,0.1144,0.002300,0.032000,0.001500,0.002400,0.8254,0.017500,0.000200,0,0.2113,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1631,0,21,0,0,0.5304,0.6935,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7636,5944.2969,5497.6797,6215.8164,0,11441.9766,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,9.3457,1,0,0,0,0,0,0,0,0
,6.1870,0.054700,0.3258,0.013700,0.087200,0.011700,0.071900,0.002700,0.007200,2.1161,2.1388,0.001800,0.008500,0.040300,2.7764,0.3005,0.3922,0.019400,0.008500,2.9544,0.2890,0.013500,0.000700,0.002200,0.2200,0.4319,0.001400,0.000700,0.002400,0.014200,0.035200,1.3120,0.5474,0.000800,0.019900,0.000900,0.001100,0.1014,0.013400,0.000200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,8,10,0,4,1026,0,26,0,0,2,16,0,0,0,0,0,0,0,0.1874,0,29.5000,9.2881,0,1.6015,1.7889,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2410,5944.1875,5497.6797,6215.8164,0,11441.8672,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1700,0.086700,0.1079,0.016400,0.1232,0.019600,0.096900,0.003100,0.009400,2.1810,2.2097,0.002300,0.009500,0.046800,0.5317,0.3424,0.3689,0.020200,0.006200,0,0.4126,0.018400,0.000700,0.019400,0.3357,0.6113,0.001500,0.001000,0.003400,0.020100,0.070600,0.6341,0.1736,0.001900,0.028000,0.001600,0.002100,0.2055,0.014700,0.000200,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1945,0,19,0,0,0.5066,0.7011,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1612,5948.3984,5497.6797,6215.8164,0,11446.0781,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,7106,391,0,0.6157,0,0,0,0,0,0,0,0,0,0
,4.1757,0.067700,0.2244,0.014500,0.1302,0.016500,0.1579,0.003100,0.009500,2.2229,2.2512,0.002100,0.011200,0.051300,1.8388,0.3633,0.3581,0.018400,0.008600,1.9593,0.2417,0.021000,0.000700,0.002300,1.7431,1.8138,0.001600,0.001000,0.006500,0.026400,0.066900,0.6987,0.3734,0.002800,0.025600,0.001600,0.001700,0.1322,0.013400,0.000200,0.096300,0.2127,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,3,3,0,0,27,0,27,0,0,3,6,0,0,0,0,0,0,0,0.1917,0,23,0,0,0.5706,0.7623,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3047,5943.7031,5497.7422,6215.8164,0,11441.4453,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1539,0.081500,0.3148,0.017000,0.1433,0.018200,0.097900,0.002800,0.009100,2.1943,2.2201,0.001900,0.010300,0.049300,0.7562,0.2819,0.3476,0.018100,0.008200,0,0.3435,0.015200,0.000600,0.081600,0.8660,1.9598,0.002400,0.001200,0.006100,0.028500,0.069100,1.5410,0.1596,0.007000,0.030500,0.001300,0.001800,0.1650,0.014100,0.000100,0,0.3019,0,0,0,0,0,64,0,0,0,0,0,0,2,2,1,2,50,2,100,0,6,1,1,0,72,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.3275,0,34,0,0,1.4034,1.7309,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6358,5943.4492,5497.7422,6215.8164,0,11441.1914,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
,5.6571,0.073900,0.2116,0.011000,0.1353,0.017300,0.066800,0.002000,0.006300,1.6096,1.6281,0.002100,0.009300,0.048700,1.8365,0.3994,0.4239,0.017600,0.007900,3.4998,0.3308,0.024500,0.000700,0.003500,2.2319,0.7304,0.002000,0.001100,0.005200,0.027600,0.098600,0.7779,0.3526,0.002700,0.030300,0.001400,0.002200,0.1477,0.015400,0.000300,0,1.8065,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.2018,0,23.5000,0,0,0.6551,0.8569,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9615,5942.9805,5497.7422,6215.8164,0,11440.7227,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,2472,366,0,0.1621,0,0,0,0,0,0,0,0,0,0
,0.1832,0.071800,0.1481,0.014000,0.1332,0.016300,0.1464,0.003100,0.009200,2.2392,2.2663,0.002300,0.009500,0.045300,0.5756,0.3472,0.3683,0.018900,0.008400,0,0.3503,0.020300,0.001000,0.002800,11.1874,9.0441,0.003500,0.001000,0.006400,0.028300,0.1560,0.9799,0.1646,0.001600,0.030200,0.001500,0.001500,0.1259,0.014100,0.000200,0.092000,2.4146,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,50,2,100,0,10,1,1,0,2,3,0,1,1,0,3,2,0,0,0,0,0,0,0,0.2284,0,34,0,0,0.8685,1.0969,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8883,5942.7148,5497.8047,6215.8164,0,11440.5195,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,8.4024,0,0,0,0,0,0,0,0,0
,5.2181,0.066600,0.2361,0.010900,0.1332,0.016800,0.072300,0.002900,0.007800,2.1341,2.1592,0.003600,0.013800,0.067300,3.1343,0.3706,0.3567,0.016200,0.010200,1.6615,0.2930,0.018700,0.000600,0.002000,0.5805,0.6405,0.002400,0.001000,0.004300,0.024800,0.076800,0.6109,0.4421,0.003500,0.031600,0.001700,0.002200,0.1402,0.014900,0.000100,0,0.1619,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1603,0,18.5000,0,0,0.5409,0.7012,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0614,5942.3672,5497.8047,6215.8164,0,11440.1719,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1657,0.084200,0.1251,0.018400,0.1250,0.019500,0.090700,0.003700,0.011400,2.2254,2.2555,0.001900,0.008000,0.046200,0.5402,0.2903,0.3544,0.019300,0.005800,0,0.2973,0.018300,0.000600,0.002600,0.3083,0.5737,0.001500,0.000700,0.002700,0.018600,0.1542,0.8486,0.1504,0.002300,0.026200,0.001400,0.001800,0.1378,0.015400,0.000200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,50,2,100,0,8,1,1,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1911,0,28.5000,0,0,0.7574,0.9485,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7905,5942.0625,5497.8047,6215.8164,0,11439.8672,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2380,377,0,0.2586,0,0,0,0,0,0,0,0,0,0
,5.5556,0.075300,0.099200,0.012300,0.1147,0.016800,0.1312,0.002800,0.007800,2.0942,2.1195,0.001600,0.011300,0.044800,0.5936,0.4207,0.3528,0.015700,0.006300,4.4178,0.3273,0.016300,0.000700,0.001900,0.3486,0.6218,0.002000,0.001100,0.003100,0.022800,0.061000,0.6847,0.1576,0.002000,0.026600,0.001500,0.002000,0.1422,0.017200,0.000200,0.1007,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,48,4,98,0,6,1,1,0,0,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0.1974,0,23,0,0,0.5603,0.7577,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1140,5944.7891,5497.8047,6215.8164,0,11442.5938,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1664,0.074500,0.2034,0.012400,0.1128,0.018400,0.074600,0.002400,0.007000,1.3335,1.3530,0.001200,0.005700,0.033400,1.3301,0.2303,0.2277,0.010700,0.003800,0,0.2370,0.017700,0.000600,0.072100,0.3253,0.5754,0.002000,0.001000,0.002500,0.020400,0.057600,0.7381,0.3220,0.002200,0.026600,0.001400,0.001900,0.1379,0.014200,0.000200,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,26,0,26,1,0,1,6,0,0,0,0,0,0,0,0.1643,0,26.5000,0,0,0.6441,0.8084,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2801,5941.3594,5497.8047,6215.8164,0,11439.1641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.8315,0.075200,0.2324,0.013100,0.1199,0.017800,0.099300,0.003600,0.009100,2.1314,2.1604,0.002000,0.010500,0.045200,0.5466,0.3627,0.3522,0.019700,0.005900,1.7974,0.2651,0.016900,0.000800,0.002000,1.5002,1.5090,0.001800,0.000900,0.004700,0.023400,0.060700,0.6585,0.1485,0.001700,0.023600,0.001500,0.001400,0.1380,0.017000,0.000200,0,0.2430,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0.1631,0,23.5000,0,0,0.7019,0.8650,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5858,5941.0508,5497.8672,6215.8164,0,11438.9180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2204,377,0,0.3010,0,0,0,0,0,0,0,0,0,0
,0.1559,0.081700,0.2358,0.014700,0.1818,0.020300,0.1300,0.002700,0.009700,2.2270,2.2544,0.002600,0.011500,0.049000,1.9008,0.3469,0.3234,0.016900,0.008600,0,0.4227,0.033000,0.000700,0.003000,10.2377,10.2828,0.002500,0.001100,0.005400,0.029600,0.067200,0.7513,0.3563,0.002500,0.030600,0.001600,0.002400,0.9964,0.011900,0.000300,0.096600,0.2395,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1952,0,24.5000,0,0,0.6591,0.8543,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0152,5939.3164,5497.8672,6215.8164,0,11437.1836,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,9.8992,2,0,0,0,0,0,0,0,0
,6.5138,0.067300,0.3599,0.010500,0.1227,0.017800,0.072500,0.002800,0.009000,2.1449,2.1692,0.001400,0.008100,0.045900,2.8627,0.2970,0.3474,0.019400,0.009400,2.9938,0.2565,0.017300,0.000700,0.002700,0.7704,0.7918,0.002200,0.001200,0.004800,0.026500,0.060700,1.7897,0.5680,0.002200,0.025300,0.001400,0.002100,0.1410,0.014100,0.000200,0,0.2828,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,5,5,0,2,626,0,26,0,0,3,10,0,0,0,0,0,0,0,0.2706,0,32.5000,5.8848,0,2.0532,2.3238,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6683,5939.7539,5497.8750,6215.8164,0,11437.6289,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1751,289,0,0.2372,0,0,0,0,0,0,0,0,0,0
,3.0149,0.087200,0.1789,0.010500,0.1562,0.027500,0.081400,0.002400,0.007300,1.4624,1.4833,0.001500,0.021900,0.040800,1.1205,0.2677,0.2433,0.012300,0.003700,2.2487,0.4939,0.026000,0.000800,0.002700,2.0693,0.7273,0.002600,0.001500,0.006500,0.034000,0.074600,1.2164,0.2716,0.002100,0.038400,0.001500,0.002300,0.5081,0.015800,0.000200,0,1.6782,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,4,0,0,400,0,0,0,0,2,5,0,0,0,0,0,0,0,0.2444,0,21,2.9082,0,1.2954,1.5398,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7604,5952.2227,5497.8945,6215.8164,0,11450.1172,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1583,0.077300,0.2480,0.014000,0.1283,0.019000,0.1348,0.002700,0.008800,2.1503,2.1770,0.002100,0.011700,0.049100,1.3366,0.3153,0.3410,0.015700,0.007900,0,0.3028,0.018500,0.000900,0.002800,0.7228,0.7455,0.002600,0.001400,0.004000,0.023900,0.071000,0.8045,0.3778,0.002200,0.029200,0.001500,0.002400,0.1320,0.016600,0.000100,0.095500,0.2590,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,2,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.2028,0,26.5000,0,0,0.6943,0.8971,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1726,5951.3203,5497.8945,6215.8164,0,11449.2148,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
