EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/HandleRPC,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.1294,0.1064,0.1047,0.013600,0.1673,0.018400,0.086100,0.002400,0.007700,0.003500,0.024700,0.001300,0.004500,0.035100,0.3712,0.2597,1.0992,0.013100,0.004500,0.3900,0.023700,0.000600,0.002200,7.7460,7.8791,0.002200,0.001100,0.005400,0.027900,0.067300,0.6444,0.1482,0.002000,0.025000,0.001300,0.002100,0.9030,0.015100,0.000300,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1812,0,21.5000,0,0,0.5418,0.7230,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1472,4618.6797,5462.0156,6198.1133,0,10080.6953,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,7.4975,1,0,0,0,0,0,0,0,0,0,0,0,0
,4.9714,0.066400,0.2258,0.015000,0.1065,0.015700,0.072800,0.002600,0.008100,0.004500,0.026800,0.001500,0.005400,0.047900,2.1291,0.2851,0.9580,0.034600,0.005400,0.3065,0.030600,0.000700,0.002400,0.2665,0.3816,0.001700,0.000800,0.002500,0.019400,0.048200,0.8657,0.3571,0.001500,0.034300,0.001300,0.001400,0.1009,0.013500,0.000200,1.7299,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,6,6,0,2,626,0,26,0,0,1,12,0,0,0,0,0,0,0,0.1221,0,22.5000,5.4346,0,1.0415,1.1636,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5437,4620.9023,5462.0156,6198.1133,0,10082.9180,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1779,0.071800,0.1786,0.011300,0.095700,0.015700,0.031700,0.002600,0.007700,0.003100,0.025300,0.001100,0.003800,0.030800,0.6796,0.2406,0.8420,0.012300,0.004100,0.4842,0.024500,0.000500,0.002400,1.5765,1.5512,0.001400,0.000700,0.002800,0.016700,0.047800,0.8206,0.1636,0.001500,0.018500,0.001200,0.001300,0.1025,0.013500,0.000100,0.052200,0,0,0,0,0,0,60,0,0,0,0,0,0,2,2,0,0,48,4,96,0,6,2,4,0,4,400,0,0,0,0,0,5,0,0,0,0,0,0,0,0.1210,0,23.5000,2.9082,0,0.9865,1.1075,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3439,4621.6719,5462.0156,6198.1133,0,10083.6875,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0.1339,0,0,5146,391,0,0.3621,0,0,0,0,0,0,0,0
,4.4087,0.071000,0.062400,0.013100,0.085000,0.014400,0.078000,0.002300,0.006900,0.003100,0.021500,0.001200,0.003600,0.029500,0.3963,0.4066,0.8793,0.015600,0.003900,0.3100,0.028300,0.000500,0.002500,0.1245,0.2340,0.002000,0.000900,0.002300,0.016300,0.048700,0.4030,0.1122,0.001400,0.021200,0.001400,0.001600,0.1117,0.013500,0.000100,2.9929,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1059,0,21.5000,0,0,0.3426,0.4485,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7546,4621.5430,5462.0156,6198.1133,0,10083.5586,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1636,0.066800,0.1441,0.011100,0.1108,0.015000,0.073500,0.002600,0.007100,0.003600,0.023900,0.001100,0.004100,0.031400,0.8453,0.2470,0.9291,0.017300,0.005600,0.3867,0.024200,0.000600,0.002200,0.2984,0.3949,0.002200,0.001100,0.003400,0.020500,0.047500,0.5415,0.2349,0.001400,0.018700,0.001300,0.001400,0.1247,0.037200,0.000200,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1844,0,25,0,0,0.4045,0.5889,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8785,4621.0898,5462.0781,6198.1133,0,10083.1680,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3704,0.073100,0.2234,0.011500,0.097100,0.014400,0.1007,0.002200,0.006900,0.003300,0.021500,0.001000,0.003900,0.031100,1.1845,0.2177,0.9629,0.016000,0.004100,0.3223,0.033500,0.000800,0.066000,0.2396,0.3485,0.001900,0.001000,0.002600,0.017700,0.053100,0.4519,0.2240,0.001600,0.020700,0.001200,0.001500,0.1053,0.013200,0.000100,2.3895,0.071100,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,1,0,2,6,0,0,0,0,0,0,0,0.1152,0,25,0,0,0.4403,0.5555,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1408,4621.0898,5462.0781,6198.1133,0,10083.1680,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,3904,364,0,0.1977,0,0,0,0,0,0,0,0
,0.1628,0.066000,0.1018,0.013300,0.1544,0.016500,0.1779,0.002800,0.007300,0.004000,0.025800,0.001400,0.006500,0.035100,0.3934,0.2951,0.8822,0.014900,0.004300,0.5311,0.028200,0.000700,0.002000,7.9192,8.0468,0.002000,0.000900,0.004700,0.023300,0.063200,0.6066,0.2324,0.002600,0.024700,0.001200,0.001700,0.6572,0.012500,0.000200,0,0.086500,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,1,1,0,4,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0.1480,0,25.5000,0,0,0.5372,0.6852,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7343,4620.7617,5462.0781,6198.1133,0,10082.8398,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,7.6613,1,0,0,0,0,0,0,0,0,0,0,0,0
,4.3115,0.066100,0.2770,0.008600,0.087000,0.015300,0.066600,0.002400,0.007500,0.003000,0.022500,0.000900,0.003400,0.030400,2.2579,0.2574,0.8360,0.012100,0.004300,0.3120,0.028400,0.000500,0.002200,0.2620,0.3709,0.001700,0.000800,0.002200,0.015900,0.048900,1.1875,0.4112,0.001700,0.021200,0.001300,0.001500,0.1034,0.013000,0.000100,1.3503,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,8,10,0,4,1026,0,26,0,0,2,16,0,0,0,0,0,0,0,0.1319,0,25,9.2725,0,1.4930,1.6249,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4067,4620.7031,5462.1094,6198.2383,0,10082.8125,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1674,0.073100,0.064900,0.013200,0.099000,0.016000,0.067400,0.002200,0.007100,0.003500,0.023800,0.001100,0.004100,0.035200,0.3694,0.2606,0.9483,0.017000,0.004800,0.3643,0.026200,0.000800,0.002800,1.3932,1.3893,0.001900,0.000800,0.003000,0.017900,0.053100,0.4343,0.095100,0.001700,0.021800,0.001300,0.001600,0.1076,0.013200,0.000100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1132,0,24,0,0,0.3743,0.4875,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0589,4620.4648,5462.1719,6198.2383,0,10082.6367,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0.1096,0,0,7132,391,0,0.5724,0,0,0,0,0,0,0,0
,3.5399,0.070500,0.089800,0.014100,0.097300,0.017500,0.081900,0.003000,0.007900,0.004000,0.026200,0.001300,0.004200,0.037700,0.4184,0.2739,0.9439,0.036600,0.004800,0.3670,0.030500,0.000700,0.002400,0.1184,0.2355,0.001900,0.000900,0.002400,0.017200,0.071000,0.5489,0.1521,0.002500,0.030400,0.001300,0.002100,0.1089,0.012300,0.000200,2.2146,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1347,0,22.5000,0,0,0.4768,0.6115,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1545,4620.5938,5462.1719,6198.2383,0,10082.7656,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1526,0.074600,0.2316,0.014600,0.1189,0.020200,0.1232,0.002600,0.008000,0.003900,0.027300,0.001500,0.005700,0.041100,1.6241,0.3879,1.4301,0.021200,0.007700,0.4463,0.035300,0.000800,0.002900,0.2825,0.4234,0.002100,0.001100,0.004100,0.021800,0.074000,0.6962,0.3711,0.002300,0.030700,0.001600,0.001800,0.1317,0.010400,0.000300,0,0.093600,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,4,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1612,0,22,0,0,0.6172,0.7784,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1282,4620.4688,5462.1719,6198.2383,0,10082.6406,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4985,0.064900,0.2298,0.017000,0.091000,0.015700,0.094000,0.002200,0.006800,0.003600,0.024300,0.001500,0.004500,0.033600,0.5398,0.2344,0.8669,0.015100,0.003800,0.4063,0.030700,0.000600,0.076200,0.2463,0.3612,0.002200,0.000800,0.002800,0.017000,0.056800,1.0377,0.1179,0.005800,0.021800,0.001200,0.001900,0.1058,0.011800,0.000200,3.2353,0.069100,0,0,0,0,0,63,0,0,0,0,0,0,2,2,0,1,50,2,100,0,6,1,1,0,68,9,0,1,1,0,1,2,0,0,0,0,0,0,0,0.2087,0,26.5000,0,0,1.0119,1.2206,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,63,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9334,4620.4922,5462.2344,6198.2383,0,10082.7266,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,1986,364,0,0.2411,2,1,0,0,0,0,0,0
,0.1608,0.072100,0.1819,0.013900,0.1413,0.016600,0.077700,0.002000,0.007700,0.003800,0.025600,0.001100,0.004500,0.036700,1.4160,0.2435,0.8879,0.016000,0.005500,0.5388,0.035800,0.000500,0.002700,7.4599,8.5412,0.001900,0.000800,0.004600,0.028500,0.069100,0.7320,0.2570,0.001700,0.020900,0.001500,0.001600,0.7424,0.011400,0.000300,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,50,2,100,0,6,3,3,0,4,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1662,0,35.5000,0,0,0.6474,0.8136,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3550,4620.0117,5462.2344,6198.2383,0,10082.2461,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,7.1647,1,0,0,0,0,0,0,0,0,0,0,0,0
,5.0435,0.064300,0.2621,0.010100,0.1173,0.019100,0.077000,0.002200,0.007500,0.003300,0.024000,0.001300,0.004400,0.032500,2.1332,0.2294,0.8754,0.016000,0.006300,0.3626,0.037400,0.000500,0.002300,0.2857,0.3997,0.002200,0.000800,0.002400,0.016900,0.1242,0.9883,0.4557,0.001600,0.020900,0.001300,0.001900,0.1025,0.012500,0.000200,1.7987,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,6,6,0,4,628,0,26,1,0,2,12,0,0,0,0,0,0,0,0.1401,0,23.5000,5.5498,0,1.1793,1.3194,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0914,4619.8633,5462.2344,6198.2383,0,10082.0977,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1301,0.068600,0.1371,0.013800,0.088800,0.016200,0.073700,0.002200,0.007000,0.003600,0.023900,0.001400,0.004200,0.036800,0.7193,0.2331,0.8823,0.013400,0.004300,0.3665,0.026500,0.000700,0.001800,0.2775,0.3837,0.001600,0.000800,0.002100,0.016200,0.049500,0.8855,0.1447,0.001400,0.021100,0.001400,0.001600,0.1038,0.013900,0.000100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,2,4,0,6,400,0,0,0,0,2,5,0,0,0,0,0,0,0,0.1389,0,27.5000,2.9229,0,0.9711,1.1100,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3158,4620.3242,5462.2969,6198.2383,0,10082.6211,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,5782,393,0,0.3006,0,0,0,0,0,0,0,0
,5.0156,0.074600,0.1705,0.014600,0.1073,0.016400,0.099500,0.002500,0.008400,0.004400,0.028300,0.001600,0.005100,0.038300,1.1870,0.2915,1.3116,0.016500,0.004900,0.3266,0.028600,0.000800,0.003000,1.5311,1.4919,0.002000,0.001000,0.002500,0.019400,0.1294,0.4397,0.2689,0.001500,0.021600,0.001700,0.001500,0.1032,0.012000,0.000200,2.1885,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,3,3,0,0,26,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1123,0,24,0,0,0.3750,0.4873,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1604,4618.1602,5462.2969,6198.2383,0,10080.4570,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0.1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1511,0.069200,0.1754,0.010400,0.092700,0.014800,0.1165,0.003500,0.011600,0.005700,0.035500,0.001900,0.005800,0.042200,0.6866,0.2496,0.9094,0.016600,0.004700,0.4127,0.024800,0.000500,0.002000,0.4304,0.4451,0.002000,0.000900,0.002000,0.016300,0.052400,0.4434,0.1050,0.001800,0.019800,0.001400,0.001400,0.1103,0.014800,0.000200,0,0.076300,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,98,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1070,0,21,0,0,0.3896,0.4966,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4253,4617.2930,5462.2969,6198.2383,0,10079.5898,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0.091200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.5464,0.075300,0.2092,0.013400,0.097700,0.015900,0.1487,0.002700,0.009200,0.004100,0.030100,0.001500,0.006600,0.042600,0.9298,0.3550,0.9374,0.021300,0.005000,0.3416,0.028200,0.000700,0.068300,0.1618,0.2602,0.001400,0.000600,0.002400,0.015300,0.056300,0.7269,0.2509,0.001900,0.021900,0.001300,0.001400,0.2762,0.015300,0.000100,1.3943,0.1046,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,1,0,2,6,0,0,0,0,0,0,0,0.2297,0,25.5000,0,0,0.5772,0.8069,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7383,4617.2500,5462.2969,6198.2383,0,10079.5469,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,1,3978,364,0,0.2757,0,0,0,0,0,0,0,0
,0.1539,0.069100,0.082900,0.012900,0.1372,0.015900,0.081100,0.002700,0.007300,0.003800,0.025200,0.001500,0.005700,0.034900,0.7239,0.2625,1.1708,0.014700,0.005600,0.3264,0.024900,0.000700,0.001900,7.3810,7.5043,0.001800,0.000800,0.004500,0.020500,0.054600,0.5133,0.1216,0.001600,0.022500,0.001500,0.001900,0.6349,0.014600,0.000200,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1335,0,22.5000,0,0,0.4449,0.5784,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2353,4616.9648,5462.3594,6198.2383,0,10079.3242,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,7.1505,1,0,0,0,0,0,0,0,0,0,0,0,0
,6.1154,0.070700,0.3059,0.011200,0.096900,0.015200,0.1098,0.003300,0.008600,0.004300,0.030600,0.001700,0.008400,0.087500,2.6679,0.4552,1.4240,0.017700,0.006400,0.3245,0.028500,0.000500,0.002500,0.2041,0.3141,0.001600,0.000600,0.002400,0.015600,0.056200,1.1410,0.5179,0.001900,0.025400,0.001400,0.002000,0.2041,0.011800,0.000300,1.5029,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,6,6,0,2,626,0,26,0,0,1,12,0,0,0,0,0,0,0,0.1705,0,26,5.8789,0,1.4083,1.5788,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2172,4616.8789,5462.3594,6198.2383,0,10079.2383,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,3673,294,0,0.2976,0,0,0,0,0,0,0,0
,0.1634,0.069000,0.059000,0.013900,0.092800,0.015100,0.077600,0.002400,0.006600,0.003800,0.024100,0.001200,0.004300,0.034900,0.3731,0.2544,0.9865,0.016800,0.004300,0.3667,0.025700,0.000600,0.002600,0.2431,0.3588,0.001800,0.000900,0.002500,0.015700,0.054100,0.3480,0.1148,0.002100,0.020400,0.001400,0.001600,0.4906,0.015300,0.000300,0,0,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.091605,0,18.5000,0,0,0.2985,0.3901,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4006,4616.5156,5462.3594,6198.2383,0,10078.8750,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
