EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1438,0.067200,0.081000,0.010800,0.1424,0.014700,0.029900,0.002800,0.008800,1.7858,1.8098,0.001200,0.006300,0.035100,0.7759,0.2326,0.2387,0.014100,0.003000,0.3814,0.012400,0.000500,0.040800,7.7644,8.0298,0.001700,0.000900,0.003600,0.017600,0.049100,0.2807,0.2135,0.001700,0.023500,0.001500,0.002000,0.6856,0.012300,0.000100,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,0,13,0,13,1,0,0,3,0,0,0,0,0,0,0,0.085510,0,21,0,0,0.2106,0.2961,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5883,7716.8594,5553.1094,6279.1836,0,13269.9688,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,13,1,0,7.5033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.8339,0.069000,0.1422,0.014300,0.096400,0.016900,0.078100,0.002400,0.007600,1.8662,1.8897,0.001500,0.007200,0.035300,2.1070,0.2719,0.2417,0.014400,0.015500,0.2764,0.016600,0.000700,0.002400,0.2571,0.4631,0.001300,0.000900,0.002100,0.016900,0.046600,0.8098,0.2741,0.001900,0.021500,0.001200,0.001600,0.1233,0.013900,0.000100,0,2.1758,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,6,6,0,7,316,0,13,0,0,2,6,0,0,0,0,0,0,0,0.1367,0,31,2.8232,0,0.8870,1.0237,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1406,7736.1758,5553.1289,6279.1836,0,13289.3047,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,13,0,0.092400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1576,0.074800,0.048500,0.013600,0.1105,0.018500,0.068500,0.002100,0.006700,1.7905,1.8113,0.001900,0.007600,0.036300,0.8850,0.3136,0.2585,0.015100,0.002700,0.3453,0.015800,0.000500,0.002100,1.5700,1.5953,0.001300,0.000700,0.002900,0.015900,0.047100,0.3717,0.091900,0.001500,0.020800,0.001200,0.001800,0.1116,0.014700,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.092205,0,24,0,0,0.3176,0.4098,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0603,7736.0938,5553.1914,6279.1836,0,13289.2852,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0.2876,0,0,2900,365,0,0.1696,0,0,0,0,0,0,0,0,0,0,0
,4.4784,0.072600,0.1298,0.013700,0.1101,0.017100,0.038100,0.003100,0.010600,1.7977,1.8279,0.001400,0.008600,0.034400,0.8514,0.2603,0.3983,0.015900,0.003300,0.3181,0.022300,0.001000,0.002800,0.4032,0.3881,0.001500,0.016300,0.002500,0.018200,0.051900,0.5789,0.2170,0.005500,0.021300,0.001300,0.001400,0.1078,0.013300,0.000100,0,3.1543,0,0,0,0,0,57,0,0,0,0,0,0,1,1,0,0,46,2,49,0,3,4,4,0,35,17,0,13,1,0,0,4,0,0,0,0,0,0,0,0.1348,0,29,0.9756,0,0.5962,0.7310,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9156,7736.0391,5553.1914,6279.1836,0,13289.2305,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,13,1,0.2268,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,0.1514,0.071300,0.045300,0.014600,0.1025,0.016500,0.1183,0.002600,0.007000,1.6709,1.6923,0.001300,0.006400,0.031100,0.5555,0.2216,0.3592,0.015000,0.003000,0.2974,0.017400,0.000600,0.001800,1.7716,0.5137,0.001500,0.000700,0.003000,0.016800,0.044000,0.3482,0.070100,0.001600,0.020400,0.001400,0.001400,0.1025,0.014300,0.000200,0.073500,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,1,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0.1084,0,24,0,0,0.2742,0.3826,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3221,7735.9766,5553.1914,6279.1836,0,13289.1680,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,1.4567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.2569,0.073100,0.098800,0.011900,0.1007,0.015400,0.075100,0.001800,0.007000,1.7569,1.7777,0.001400,0.008200,0.035000,0.7746,0.3235,0.3877,0.018900,0.004100,0.2918,0.021100,0.000600,0.002400,0.6153,1.5442,0.001700,0.000800,0.002900,0.017600,0.1083,0.4951,0.1817,0.001700,0.020200,0.001300,0.001400,0.097600,0.013400,0.000200,0,2.8075,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,3,3,0,3,13,0,13,1,0,2,3,0,0,0,0,0,0,0,0.1136,0,37,0,0,0.4183,0.5319,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0022,7735.7891,5553.2539,6279.1836,0,13289.0430,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,13,0,0.1678,0,0,1510,352,0,0.1597,0,0,0,0,0,0,0,0,0,0,0
,0.1616,0.068800,0.065700,0.014300,0.1383,0.014300,0.073100,0.002300,0.006500,1.7004,1.7210,0.001200,0.007100,0.037600,0.6063,0.2629,0.3658,0.014800,0.003200,0.3778,0.022300,0.000500,0.067200,7.0676,7.2596,0.001700,0.001000,0.003800,0.016200,0.1109,0.2478,0.088400,0.001300,0.020500,0.001200,0.001300,0.6402,0.015100,0.000100,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,45,3,48,0,4,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.080593,0,14,0,0,0.1789,0.2595,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7999,7735.7969,5553.2539,6279.1836,0,13289.0508,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,1,0,6.7553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.6545,0.065600,0.1231,0.008700,0.090200,0.015000,0.026400,0.002300,0.007500,1.7127,1.7334,0.001400,0.007300,0.032000,1.7112,0.2513,0.3717,0.015500,0.003300,0.2974,0.019000,0.000500,0.002500,0.2621,0.4487,0.001400,0.001000,0.002100,0.016800,0.047700,0.7297,0.2339,0.002000,0.020300,0.001300,0.001600,0.1016,0.011600,0.000100,0,1.3622,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,48,0,3,6,6,0,1,313,0,13,0,0,0,6,0,0,0,0,0,0,0,0.1067,0,32,2.9150,0,0.7983,0.9050,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1199,7735.7344,5553.2539,6279.1836,0,13288.9883,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1537,0.072100,0.037300,0.014700,0.1009,0.014800,0.086900,0.002300,0.006800,1.7585,1.7799,0.001400,0.008000,0.032200,0.4050,0.2887,0.3784,0.015400,0.003500,0.3132,0.019500,0.000600,0.002400,1.2069,1.2446,0.001700,0.000700,0.002400,0.014000,0.047100,0.2837,0.077500,0.002000,0.020200,0.001400,0.001700,0.1021,0.013100,0.000300,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.081789,0,18,0,0,0.2287,0.3105,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9829,7735.6641,5553.2539,6279.1836,0,13288.9180,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0.1586,0,0,2944,365,0,0.3367,0,0,0,0,0,0,0,0,0,0,0
,4.3586,0.062400,0.1824,0.013200,0.1056,0.015700,0.1059,0.002300,0.006900,1.7840,1.8055,0.001200,0.006500,0.033800,0.6007,0.2812,0.4482,0.015600,0.003800,0.2210,0.018300,0.000500,0.001400,0.4604,0.4947,0.001600,0.000800,0.003200,0.018300,0.039800,0.7280,0.1633,0.001300,0.019700,0.001200,0.001100,0.1039,0.014100,0.000100,0.074200,3.4254,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,4,4,0,1,401,0,1,0,0,2,4,0,0,0,0,0,0,0,0.1010,0,26,2.9082,0,0.9450,1.0460,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0589,7735.4922,5553.3164,6279.1836,0,13288.8086,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,1,0.1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1247,0.074600,0.085200,0.013900,0.1151,0.017000,0.037300,0.002700,0.010400,1.7023,1.7305,0.001400,0.007700,0.034100,0.7256,0.2753,0.3746,0.016100,0.003300,0.3731,0.021400,0.000600,0.002600,1.7726,0.4988,0.001600,0.000800,0.003100,0.021200,0.047400,0.3682,0.1891,0.001800,0.021000,0.001700,0.002200,0.1045,0.013500,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,1,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.1079,0,23,0,0,0.2833,0.3912,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4897,7734.7227,5553.3164,6279.1836,0,13288.0391,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,13,0,1.4808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.2829,0.089300,0.051300,0.016400,0.1288,0.018000,0.1000,0.002600,0.008400,1.8717,1.8989,0.001400,0.008900,0.035300,0.4401,0.2923,0.3476,0.014900,0.003900,0.3103,0.021300,0.000600,0.002400,2.1996,0.5536,0.001600,0.000800,0.004100,0.020900,0.054100,0.3970,0.078500,0.001700,0.028200,0.001500,0.002100,0.1106,0.011800,0.000100,0,3.4701,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1056,0,26,0,0,0.3307,0.4363,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8397,7735.4570,5553.3164,6279.1836,0,13288.7734,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,1.8632,0,0,3064,351,0,0.3382,0,0,0,0,0,0,0,0,0,0,0
,0.1845,0.081200,0.089100,0.014800,0.1565,0.016600,0.072900,0.002300,0.008200,1.9208,1.9463,0.001400,0.009700,0.034900,0.9480,0.3007,0.4885,0.018400,0.004300,0.3701,0.019900,0.000700,0.048600,7.4742,7.5352,0.001800,0.000900,0.003600,0.020700,0.049500,0.3371,0.2086,0.001500,0.022900,0.001200,0.001700,0.6637,0.012800,0.000200,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,1,0,1,3,0,0,0,0,0,0,0,0.092398,0,22,0,0,0.2634,0.3558,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0468,7735.5664,5553.3828,6279.1836,0,13288.9492,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,13,1,0.1413,6.9651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6.1202,0.081300,0.1238,0.012800,0.096600,0.016800,0.063200,0.002600,0.006700,1.8151,1.8369,0.001600,0.007200,0.038700,1.8804,0.2824,0.3851,0.014500,0.003700,0.3494,0.025000,0.000500,0.002400,0.2721,0.4795,0.001800,0.000900,0.002100,0.016500,0.050700,0.6746,0.2554,0.001700,0.024900,0.001600,0.001600,0.1075,0.013700,0.000100,0,3.7178,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,6,6,0,2,313,0,13,0,0,1,6,0,0,0,0,0,0,0,0.1048,0,25,2.9678,0,0.7634,0.8682,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0199,7735.5898,5553.3828,6279.1836,0,13288.9727,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,13,0,0,0,0,2790,267,0,0.2622,0,0,0,0,0,0,0,0,0,0,0
,0.1455,0.054400,0.047400,0.012400,0.072400,0.011000,0.058500,0.002400,0.006700,1.8480,1.8701,0.001200,0.005700,0.035000,0.3659,0.2480,0.3680,0.014800,0.003500,0.3194,0.016100,0.000600,0.001700,0.2195,0.3949,0.000900,0.000900,0.001600,0.009900,0.031700,0.3745,0.054700,0.000900,0.013400,0.000800,0.000800,0.085800,0.012400,0.000300,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.095092,0,26,0,0,0.3183,0.4134,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8330,7735.5078,5553.3828,6279.1836,0,13288.8906,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3769,0.062400,0.042500,0.014500,0.096900,0.016600,0.1278,0.002300,0.006500,1.7190,1.7396,0.001200,0.006800,0.034300,0.6534,0.2508,0.3778,0.015600,0.002900,0.3287,0.023100,0.000600,0.002500,0.2416,0.4310,0.001500,0.000800,0.001900,0.016800,0.045200,0.2931,0.087900,0.001500,0.021400,0.001300,0.001600,0.1144,0.013300,0.000100,0.075300,3.5182,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0.083607,0,22,0,0,0.2407,0.3243,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6821,7735.2969,5553.3828,6279.1836,0,13288.6797,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1344,0.068000,0.1013,0.013800,0.1176,0.018000,0.062000,0.002400,0.007100,1.6965,1.7179,0.001500,0.006300,0.035100,0.8812,0.2747,0.4219,0.016000,0.003600,0.4449,0.024500,0.001100,0.002700,1.6239,1.6208,0.002200,0.000900,0.003400,0.018200,0.059400,0.4474,0.2524,0.002300,0.027300,0.001600,0.002000,0.1297,0.015500,0.000300,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1143,0,24,0,0,0.3594,0.4737,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8285,7735.2227,5553.3828,6279.1836,0,13288.6055,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,13,0,0.2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.6115,0.078500,0.054100,0.015200,0.098000,0.015800,0.081200,0.002800,0.008000,1.6800,1.7048,0.001200,0.006500,0.033500,0.4313,0.2729,0.4136,0.015400,0.003200,0.3907,0.021600,0.000600,0.002900,0.4122,0.4363,0.001500,0.000700,0.002100,0.016100,0.070700,0.3663,0.089900,0.001500,0.021800,0.001300,0.002000,0.1170,0.012900,0.000100,0,3.7549,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.091910,0,25,0,0,0.3172,0.4091,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7836,7735.0898,5553.4453,6279.1836,0,13288.5352,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0.1781,0,0,1248,449,0,0.1491,0,0,0,0,0,0,0,0,0,0,0
,0.1449,0.065900,0.1195,0.011200,0.1230,0.015200,0.031100,0.002100,0.009000,1.7533,1.7766,0.001300,0.007600,0.044100,1.0323,0.2708,0.3665,0.015400,0.003000,0.3566,0.020300,0.000700,0.041000,6.7124,6.7259,0.001500,0.000900,0.003900,0.019900,0.050600,0.5831,0.2280,0.004500,0.020700,0.001200,0.001800,0.1106,0.014100,0.000100,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1,1,0,0,46,2,49,0,3,4,4,0,34,17,0,13,1,0,0,4,0,0,0,0,0,0,0,0.1417,0,26,0.9922,0,0.5946,0.7363,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5472,7734.4805,5553.4453,6279.1836,0,13287.9258,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,13,1,0.1777,6.0866,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,4.4891,0.063600,0.078200,0.012400,0.096200,0.015700,0.065300,0.001700,0.005800,1.8430,1.8609,0.001100,0.006100,0.1329,1.9130,0.2766,0.3598,0.015300,0.003100,0.3332,0.021700,0.000700,0.002600,1.4054,0.4904,0.001400,0.000900,0.002800,0.017000,0.043000,0.3299,0.1924,0.001400,0.021000,0.001300,0.001500,0.1050,0.013600,0.000100,0,2.0726,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,3,3,3,0,0,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.094190,0,26,0,0,0.2554,0.3496,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5690,7734.4453,5553.4453,6279.1836,0,13287.8906,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,13,0,1.1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1210,0.070600,0.095200,0.013900,0.1235,0.017500,0.069900,0.002100,0.006800,1.9559,1.9779,0.001500,0.008000,0.037500,0.4231,0.2883,0.4315,0.016600,0.004100,0.3888,0.025900,0.000700,0.003000,0.6897,0.7036,0.002100,0.001000,0.003600,0.037000,0.1685,0.4519,0.1135,0.002200,0.026700,0.001500,0.002100,0.1146,0.013800,0.000300,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1220,0,24,0,0,0.3743,0.4963,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2626,7734.2812,5553.5078,6279.1836,0,13287.7891,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0.2559,0,0,1590,365,0,0.1155,0,0,0,0,0,0,0,0,0,0,0
