EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.1350,0.069400,0.2040,0.015100,0.1539,0.016000,0.1032,0,0.002900,0.010100,1.8964,1.9239,0.001600,0.006800,0.040300,1.2845,0.2809,0.3767,0.014500,0.005200,0.3589,0,0.3290,0.020800,0.000700,0.002700,6.7014,6.9479,0.001700,0.001000,0.005000,0.022500,0.055600,0.8002,0.001500,0.029200,0.001400,0.001300,0.6690,0.014900,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,48,4,97,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1879,0,27.5000,0,0,0.6965,0.8844,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4245,5851.6680,5524.8477,6245.3945,0,11376.5156,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,6.4755,1,0,0,0,0,0,0,0,0
,3.7227,0.065600,0.2489,0.013900,0.094600,0.015500,0.079500,0,0.002100,0.007300,1.8055,1.8258,0.001800,0.006500,0.037900,2.0891,0.2979,0.4231,0.016200,0.007200,0.4097,0.9265,0.3313,0.022000,0.000700,0.002600,0.2777,0.4997,0.001500,0.000700,0.002500,0.018700,0.047600,1.0133,0.001600,0.022300,0.001400,0.001700,0.1025,0.013300,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,2,626,0,26,0,0,2,12,0,0,0,0,0,0,0,0.1612,0,22,5.8477,0,1.1902,1.3514,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8166,5850.9219,5524.8477,6245.3945,0,11375.7695,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1739,0.1199,0.2547,0.015800,0.1550,0.028000,0.1273,0.088200,0.002600,0.009700,1.7845,1.8080,0.001800,0.007500,0.040900,0.7743,0.3130,0.4305,0.015300,0.004300,0.4259,0,0.4350,0.023200,0.000900,0.002200,1.3661,1.4311,0.001800,0.000800,0.003800,0.019400,0.1036,1.4792,0.005000,0.061900,0.002300,0.003900,0.2609,0.029100,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,2,4,0,2,401,0,1,0,0,1,5,0,0,0,0,0,0,0,0.2192,0,25.5000,2.9082,0,1.7322,1.9514,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9456,5849.5469,5524.9102,6245.3945,0,11374.4570,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,5074,391,0,0.3660,0.1832,0,0,0,0,0,0,0,0,0,0
,3.5962,0.073200,0.2134,0.013900,0.1140,0.017800,0.1084,0.074700,0.002200,0.007600,1.8317,1.8528,0.001300,0.007700,0.036800,1.0593,0.2542,0.3778,0.014500,0.004800,0.2885,1.9988,0.3403,0.027100,0.000700,0.093700,0.3841,0.4067,0.001400,0.001000,0.004000,0.019400,0.065600,0.6867,0.002300,0.032400,0.001500,0.002300,0.1210,0.012700,0.000100,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,27,0,27,1,0,1,6,0,0,0,0,0,0,0,0.1572,0,24.5000,0,0,0.5943,0.7515,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0464,5848.6211,5524.9102,6245.3945,0,11373.5312,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0.2123,0,0,0,0,0,0,0,0,0,0
,0.1821,0.068200,0.1084,0.011400,0.1022,0.014900,0.079200,0,0.001700,0.007600,1.5940,1.6146,0.002000,0.008400,0.043700,0.8406,0.2724,0.3925,0.018300,0.004100,0.1130,0,0.3815,0.034100,0.001100,0.003100,1.6581,1.4567,0.001400,0.000900,0.003500,0.018200,0.050800,0.6600,0.001800,0.020700,0.001400,0.001300,0.1213,0.016200,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,10,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1369,0,34.5000,0,0,0.6122,0.7491,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9644,5849.6914,5524.9102,6245.3945,0,11374.6016,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,1.3470,0,0,0,0,0,0,0,0,0,0
,5.0167,0.083500,0.2647,0.018100,0.1088,0.015800,0.088000,0,0.002200,0.009200,2.1351,2.1595,0.001100,0.008600,0.039700,1.3119,0.3432,0.5805,0.019400,0.007700,0.4198,2.6787,0.2908,0.021500,0.000600,0.002200,0.5372,0.5975,0.001800,0.000600,0.002000,0.013900,0.049500,0.4775,0.002300,0.022000,0.001300,0.001400,0.1122,0.015100,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1189,0,19,0,0,0.4115,0.5304,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4464,5847.3984,5524.9102,6245.3945,0,11372.3086,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,4250,364,0,0.3176,0.1699,0,0,0,0,0,0,0,0,0,0
,0.1645,0.066000,0.1056,0.013500,0.1614,0.017200,0.073200,0,0.002100,0.006600,1.8314,1.8530,0.002200,0.009300,0.035800,0.4566,0.2576,0.3999,0.015200,0.004700,0.1095,0,0.3442,0.040100,0.000800,0.002800,9.8919,10.1857,0.002100,0.001300,0.005100,0.024900,0.054900,0.7042,0.002300,0.025000,0.001400,0.001900,0.7485,0.011600,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1790,0,22,0,0,0.6058,0.7848,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3308,5851.4258,5524.9727,6245.3945,0,11376.3984,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,9.6141,1,0,0,0,0,0,0,0,0
,4.9953,0.059000,0.2920,0.012000,0.096600,0.015700,0.091500,0.056900,0.002300,0.007100,1.8524,1.8714,0.001800,0.008900,0.037700,2.3287,0.3009,0.4090,0.015100,0.005100,0.4583,2.4975,0.3365,0.027600,0.000700,0.002500,0.2739,0.4955,0.001500,0.001100,0.002800,0.018500,0.049000,1.4912,0.001800,0.022100,0.001300,0.001600,0.1253,0.014200,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,8,10,0,2,1027,0,27,0,0,2,16,0,0,0,0,0,0,0,0.1967,0,29,9.2705,0,1.7715,1.9682,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3720,5846.4844,5524.9727,6245.3945,0,11371.4570,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1407,0.084000,0.060700,0.012000,0.1014,0.014500,0.083800,0.080200,0.002600,0.007800,1.4181,1.4396,0.001400,0.007300,0.035100,0.3992,0.2132,0.3890,0.014000,0.003200,0.084500,0,0.2798,0.016500,0.000500,0.001800,1.2294,1.2703,0.002000,0.001300,0.003100,0.017100,0.065000,0.4511,0.001500,0.020400,0.001800,0.001600,0.2888,0.015200,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.1202,0,22,0,0,0.3807,0.5009,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8394,5846.3828,5524.9727,6245.3945,0,11371.3555,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,6992,390,0,0.3450,0.1570,0,0,0,0,0,0,0,0,0,0
,4.6481,0.073200,0.2483,0.009900,0.1225,0.018500,0.057200,0,0.001900,0.007000,2.1587,2.1793,0.001800,0.009200,0.043900,1.6425,0.2548,0.3916,0.016100,0.005000,0.3636,3.0844,0.3284,0.025900,0.000700,0.072800,0.6117,0.6297,0.001500,0.001100,0.004000,0.024100,0.052500,1.0101,0.004700,0.021700,0.001400,0.001700,0.1683,0.018700,0.000100,0,0,0,0,0,64,0,0,26,0,0,0,0,2,2,0,1,50,2,100,0,6,4,4,0,68,34,0,26,1,0,1,8,0,0,0,0,0,0,0,0.2187,0,29,1.9873,0,1.0586,1.2773,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2978,5851.3594,5524.9727,6245.3945,0,11376.3320,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0.2005,0,0,2,0,0,0,0,0,0,0
,0.1504,0.080600,0.1552,0.016700,0.1268,0.018900,0.079200,0,0.003000,0.008100,1.7378,1.7627,0.001400,0.007600,0.035000,0.4135,0.2624,0.4138,0.015100,0.004500,0.1336,0,0.3249,0.018300,0.000700,0.015400,1.4690,0.5116,0.001600,0.001100,0.004200,0.020000,0.059800,0.5638,0.002000,0.026200,0.001500,0.002100,0.1254,0.018400,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1370,0,22,0,0,0.5624,0.6994,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9180,5848.9766,5525.0352,6245.3945,0,11374.0117,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,1.1796,0,0,0,0,0,0,0,0,0,0
,4.3332,0.087300,0.1799,0.013400,0.1128,0.017300,0.077700,0,0.002600,0.007100,1.8205,1.8419,0.001400,0.007400,0.037300,1.0419,0.2760,0.3732,0.014800,0.005600,0.2709,2.7359,0.3473,0.022400,0.000700,0.002100,2.0797,0.5123,0.001700,0.001000,0.003400,0.021700,0.1205,0.6461,0.001800,0.020700,0.001400,0.001500,0.1199,0.015900,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,10,3,3,0,4,28,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1490,0,28,0,0,0.5732,0.7222,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5236,5847.2852,5525.0352,6245.3945,0,11372.3203,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2384,366,0,0.2064,1.7912,0,0,0,0,0,0,0,0,0,0
,0.1476,0.077600,0.1002,0.018300,0.1551,0.016900,0.038200,0,0.002200,0.009800,1.9124,1.9383,0.001500,0.008800,0.041700,0.7677,0.2741,0.4327,0.015500,0.004200,0,0,0.3292,0.019200,0.000500,0.002200,7.2239,7.3061,0.001800,0.000800,0.005300,0.021000,0.062200,0.5942,0.001900,0.030000,0.001500,0.002000,0.7262,0.016200,0.000300,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1561,0,22,0,0,0.5285,0.6846,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7476,5847.9297,5525.0352,6245.3945,0,11372.9648,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0.1233,6.7750,1,0,0,0,0,0,0,0,0
,5.2172,0.076800,0.2452,0.013500,0.1011,0.016200,0.1058,0,0.002800,0.008100,1.7029,1.7253,0.001100,0.010600,0.035200,1.9772,0.3129,0.3786,0.018000,0.005800,0.3579,2.4602,0.2911,0.021400,0.000500,0.002300,0.2461,0.4478,0.001700,0.000800,0.002300,0.016000,0.1147,0.9829,0.001700,0.020000,0.001300,0.001700,0.1327,0.015400,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,50,2,98,0,8,6,6,0,2,626,0,26,1,0,2,12,0,0,0,0,0,0,0,0.1515,0,25,5.9014,0,1.1388,1.2903,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3987,5846.3242,5525.0977,6245.3945,0,11371.4219,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2116,0.067200,0.1126,0.009000,0.080900,0.013300,0.077800,0.080500,0.001800,0.006100,1.4465,1.4640,0.001400,0.006900,0.029700,0.4515,0.2563,0.4059,0.012600,0.003700,0.097700,0,0.2716,0.016900,0.000300,0.002400,0.2574,0.4904,0.001000,0.000900,0.001400,0.012300,0.048300,0.7900,0.001300,0.017400,0.001000,0.001300,0.1100,0.013900,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,98,0,6,1,1,0,10,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0.1656,0,25.5000,0,0,0.7054,0.8710,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6456,5849.3828,5525.0977,6245.3945,0,11374.4805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,5253,378,0,0.2694,0,0,0,0,0,0,0,0,0,0,0
,3.3866,0.083600,0.1726,0.013600,0.1872,0.032200,0.1420,0.079100,0.001800,0.007000,1.4059,1.4251,0.001600,0.008600,0.036000,1.1222,0.2933,0.2552,0.013300,0.003400,0.2340,2.5723,0.7100,0.030100,0.001300,0.085700,0.3062,0.5635,0.002600,0.001100,0.003900,0.019700,0.054600,1.0628,0.002000,0.023600,0.001400,0.001900,0.1197,0.015700,0.000300,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,4,0,0,401,0,1,1,0,2,5,0,0,0,0,0,0,0,0.2051,0,29,2.9189,0,1.1757,1.3808,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7326,5845.0508,5525.0977,6245.3945,0,11370.1484,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1555,0.069900,0.2592,0.013100,0.1163,0.018400,0.078400,0,0.001800,0.007800,1.6578,1.6804,0.001600,0.006900,0.037300,1.1323,0.2629,0.3203,0.019400,0.007900,0.2788,0,0.3531,0.023600,0.000700,0.002700,1.2334,1.3260,0.001800,0.001100,0.003700,0.020100,0.054000,0.4762,0.001800,0.025600,0.001400,0.001800,0.1118,0.013900,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1143,0,20,0,0,0.4119,0.5262,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5469,5844.9258,5525.0977,6245.3945,0,11370.0234,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0.1830,0,0,0,0,0,0,0,0,0,0
,4.5274,0.075700,0.082500,0.020800,0.1219,0.017900,0.078500,0,0.002600,0.008700,2.3060,2.3336,0.001600,0.009900,0.047500,0.4923,0.2880,0.2667,0.015500,0.004000,0.1626,3.7373,0.3147,0.020800,0.000500,0.002300,0.4128,0.4509,0.001800,0.000900,0.003800,0.019900,0.081400,0.5536,0.004600,0.028700,0.001900,0.002100,0.1243,0.016600,0.000400,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1311,0,29.5000,0,0,0.4873,0.6184,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1548,5848.0195,5525.1602,6245.3945,0,11373.1797,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,4015,377,0,0.2237,0.1785,0,0,0,0,0,0,0,0,0,0
,0.1495,0.084600,0.1737,0.014400,0.1314,0.018400,0.084100,0,0.003100,0.009400,1.8999,1.9259,0.001300,0.007400,0.039600,1.3955,0.2625,0.2482,0.013900,0.004700,0.3291,0,0.3718,0.016200,0.000600,0.002400,6.3051,6.3352,0.002100,0.000900,0.004800,0.022500,0.068100,0.6087,0.002300,0.028100,0.001500,0.001900,0.1408,0.015600,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,2,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1450,0,20.5000,0,0,0.5339,0.6789,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8278,5846.4961,5525.1602,6245.3945,0,11371.6562,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0.2301,5.5981,0,0,0,0,0,0,0,0,0
,3.7515,0.070300,0.1941,0.012300,0.1219,0.016900,0.057100,0,0.002100,0.007200,1.6994,1.7196,0.001700,0.006700,0.038000,2.1349,0.3139,0.3571,0.023000,0.005700,0.3008,0.9399,0.2559,0.014200,0.000500,0.002200,1.7516,0.6201,0.002400,0.001800,0.004100,0.025800,0.053100,0.7375,0.001700,0.024200,0.001200,0.001600,0.1178,0.013000,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,4,0,0,26,0,26,0,0,1,7,0,0,0,0,0,0,0,0.1935,0,28.5000,0,0,0.6211,0.8146,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1691,5846.8047,5525.1602,6245.3945,0,11371.9648,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,1.3780,0,0,0,0,0,0,0,0,0,0
,0.1837,0.066400,0.1030,0.013500,0.1076,0.016500,0.1288,0.1215,0.001900,0.008400,1.8639,1.8861,0.001700,0.009800,0.042400,0.4651,0.3101,0.3024,0.019800,0.006000,0.1249,0,0.2730,0.013800,0.000700,0.002000,0.4805,1.3733,0.001300,0.001200,0.002600,0.016500,0.057100,0.6263,0.001900,0.024300,0.001500,0.001500,0.1136,0.014000,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0.1308,0,31,0,0,0.5718,0.7026,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4010,5845.4062,5525.1602,6245.3945,0,11370.5664,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2432,390,0,0.2134,0.1677,0,0,0,0,0,0,0,0,0,0
