EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,Ticks/PathFollowingComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/EventWait
,10.0898,0.097600,0.021100,0.1277,0.017500,0.051300,0.003200,0.011100,0.005100,0.040900,0.002100,0.006400,0.040700,0.4855,0.4952,1.9165,0.025200,0.4433,0.023200,0.000900,0.003300,0.008000,1.8744,0.001700,0.000800,0.000100,0.008600,0.043000,0.000100,0.002100,0.019900,0.001400,0.002200,0.076100,0.015700,0.000100,7.3640,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9904,15905.8203,5470.7383,6235.5391,0,21376.5586,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.2080,0.068500,0.013800,0.1262,0.014100,0.032600,0.002200,0.006900,0.002900,0.025200,0.001800,0.005100,0.025900,0.3410,0.2821,1.1546,0.018700,0.3558,0.023900,0.000800,0.002600,20.7251,20.8492,0.001900,0.000700,0.000200,0.009800,0.043100,0.000200,0.002500,0.020900,0.001500,0.002600,0.055200,0.016100,0.000100,0.037700,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2869,15906.1484,5470.7383,6235.5391,0,21376.8867,0,0,0,0,20.7190,0,432,309,0,0.1777,0,0,2,0,0,0
,6.7091,0.054300,0.012400,0.074500,0.010400,0.027400,0.001700,0.006000,0.002400,0.018200,0.001300,0.002300,0.020000,2.3934,0.2642,0.9043,0.015400,0.4094,0.019700,0.000600,0.010100,0.004200,0.097400,0.001200,0.000600,0.000100,0.006400,0.036300,0.000200,0.001800,0.017500,0.001100,0.001500,0.044500,0.013700,0.000100,3.3318,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0238,15906.3984,5470.7383,6235.5391,0,21377.1367,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.1860,0.060200,0.012800,0.077400,0.011100,0.029300,0.001900,0.006900,0.002900,0.023300,0.001200,0.004300,0.021600,0.2777,0.2456,0.9387,0.014900,0.2709,0.018200,0.000700,0.002400,0.004000,0.087900,0.000700,0.000600,0.000100,0.006000,0.034900,0.000100,0.001700,0.014600,0.001400,0.001700,0.043800,0.012100,0.000100,0.1698,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0205,15905.4766,5470.7383,6235.5391,0,21376.2148,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,6.6475,0.071500,0.017700,0.091000,0.013200,0.033700,0.002100,0.007300,0.003800,0.027200,0.001500,0.005300,0.029900,0.3274,0.2717,0.9334,0.015600,0.3474,0.017700,0.000700,0.002600,0.004200,0.093500,0.001300,0.000600,0.000100,0.006700,0.036300,0.000200,0.001400,0.015000,0.001200,0.001600,0.050000,0.013500,0.000100,5.3242,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5319,15901.8945,5470.7383,6235.5391,0,21372.6328,0,0,1,0,0,0,311,292,0,0.081000,0,0,2,0,0,0
,0.1929,0.061500,0.011400,0.075200,0.011200,0.028200,0.001700,0.006300,0.002900,0.022200,0.001200,0.004400,0.034400,0.2913,0.2592,0.8973,0.013700,0.3207,0.018900,0.000600,0.002000,0.004100,0.089000,0.001200,0.000700,0,0.005800,0.035500,0.000100,0.001700,0.015400,0.001000,0.001600,0.047800,0.011800,0.000100,0.050600,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5026,15901.8945,5470.7383,6235.5391,0,21372.6328,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,6.9952,0.063200,0.012700,0.083000,0.012500,0.028800,0.002000,0.006900,0.003200,0.025200,0.001800,0.005300,0.023800,0.2787,0.2456,0.8728,0.013700,0.3586,0.017500,0.000800,0.002400,0.004700,0.094200,0.001200,0.000700,0.000100,0.006100,0.036100,0.000100,0.001800,0.016900,0.001200,0.001500,0.046900,0.012700,0.000200,5.8110,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9027,15900.3086,5470.8008,6235.5391,0,21371.1094,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.1798,0.061900,0.012000,0.093900,0.012800,0.029500,0.001900,0.007100,0.003000,0.024100,0.001400,0.004500,0.023200,0.3131,0.2321,0.9502,0.014500,0.2435,0.016500,0.000700,0.012700,9.3429,9.4357,0.001300,0.000600,0.000100,0.007600,0.038000,0.000100,0.002100,0.017700,0.011800,0.001600,0.046700,0.018200,0.000200,0.039000,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,51,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5457,15900.7656,5470.8008,6235.5391,0,21371.5664,0,0,1,0,9.3385,0,408,305,0,0.096200,2,2,2,1,0,0
,6.5923,0.062200,0.011200,0.075600,0.011500,0.028000,0.001700,0.005300,0.002700,0.020900,0.001000,0.003700,0.020200,2.3473,0.2390,0.9123,0.012700,0.3363,0.017000,0.000600,0.002500,0.004600,0.1029,0.001100,0.000600,0.000100,0.007200,0.037300,0.000200,0.001900,0.016300,0.001000,0.001300,0.046900,0.014600,0.000100,3.2805,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4770,15900.7656,5470.8008,6235.5391,0,21371.5664,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.1766,0.065100,0.014000,0.076600,0.011300,0.032900,0.001700,0.007800,0.003100,0.025700,0.001400,0.004600,0.024700,0.2874,0.2344,0.9164,0.015300,0.2803,0.019600,0.000600,0.002500,0.004100,0.089300,0.001000,0.000500,0.000100,0.006200,0.034300,0.000100,0.002000,0.014800,0.001000,0.001400,0.043000,0.012800,0.000100,0.1723,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4211,15900.7031,5470.8008,6235.5391,0,21371.5039,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,7.7847,0.076400,0.013700,0.093100,0.013400,0.032100,0.002300,0.007800,0.003700,0.028300,0.001600,0.005400,0.026500,0.3275,0.3065,1.2328,0.020400,0.4156,0.020000,0.000800,0.002600,0.005200,0.1080,0.001400,0.000700,0.000100,0.007200,0.045800,0.000200,0.002000,0.017700,0.001200,0.001600,0.4559,0.014700,0.000200,6.0532,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8707,15900.7031,5470.8008,6235.5391,0,21371.5039,0,0,1,0,0,0,410,308,0,0.1107,0,0,2,0,0,0
,0.2086,0.061400,0.013200,0.075400,0.012300,0.033300,0.002000,0.008100,0.003000,0.024700,0.001100,0.004800,0.023800,0.2933,0.2544,0.9688,0.015500,0.2510,0.017800,0.000800,0.002500,0.004200,0.089900,0.001300,0.000500,0.000100,0.006100,0.034600,0.000100,0.001900,0.015500,0.001100,0.001400,0.047300,0.012900,0.000100,0.1656,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8752,15900.5781,5470.8008,6235.5391,0,21371.3789,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,9.7315,0.082100,0.017100,0.1068,0.015000,0.041900,0.002500,0.008300,0.003900,0.032500,0.001800,0.006300,0.031200,0.3943,0.3721,1.5071,0.025800,0.4822,0.022700,0.001100,0.003200,0.005900,0.1388,0.001400,0.000700,0.000200,0.008100,0.045000,0.000200,0.002200,0.021900,0.001300,0.002000,0.063100,0.016600,0.000100,7.7082,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1533,15900.5938,5470.8008,6235.5391,0,21371.3945,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.3221,0.093600,0.020400,0.1436,0.016100,0.048900,0.002700,0.010700,0.004100,0.035500,0.001700,0.006500,0.032400,0.4058,0.4398,1.5200,0.024900,0.3663,0.028600,0.001100,0.016100,13.2707,13.4179,0.002000,0.000700,0.000200,0.010400,0.042600,0.000200,0.002400,0.020100,0.001300,0.002000,0.056100,0.016800,0.000200,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3631,15900.7773,5470.8008,6235.5391,0,21371.5781,0,0,1,0,13.2637,0,408,305,0,0.095300,0,0,2,0,0,0
,6.7662,0.057000,0.012100,0.072400,0.011300,0.028600,0.001400,0.006000,0.002600,0.018200,0.001400,0.002400,0.020600,2.3129,0.3221,0.9168,0.016800,0.3758,0.019500,0.000800,0.002600,0.005300,0.097900,0.001200,0.000500,0,0.006500,0.037900,0.000100,0.001900,0.017400,0.001100,0.002100,0.048500,0.014600,0.000200,3.4230,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0630,15900.8867,5470.8008,6235.5391,0,21371.6875,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,7.1669,0.068700,0.012800,0.087500,0.012400,0.032300,0.001900,0.006900,0.003300,0.024500,0.001600,0.004400,0.024500,0.2886,0.2565,1.1853,0.020700,0.2950,0.018200,0.000700,0.002700,0.005200,1.4637,0.001200,0.000600,0.000100,0.007300,0.037200,0.000100,0.001800,0.016300,0.001200,0.001600,0.068100,0.012800,0.000100,5.6136,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3527,15900.8672,5470.8008,6235.5391,0,21371.6680,0,0,0,0,0,0,404,302,0,0.088800,0,0,2,0,0,0
,0.2097,0.061900,0.012600,0.080200,0.012000,0.031000,0.001600,0.006800,0.002700,0.022300,0.001100,0.003800,0.020800,0.3160,0.2698,1.2208,0.018200,0.4347,0.020600,0.000600,0.002700,0.004700,0.1038,0.001000,0.000500,0.000100,0.006700,0.041100,0.000100,0.001900,0.018900,0.001400,0.001700,0.047200,0.015600,0.000100,0.1219,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4203,15900.8672,5470.8008,6235.5391,0,21371.6680,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
,10.2534,0.082100,0.018600,0.1103,0.015000,0.047200,0.002800,0.009500,0.004300,0.035800,0.001800,0.006900,0.034000,0.4445,0.4093,1.6193,0.026800,0.3458,0.023700,0.000800,0.002700,0.005600,0.1147,0.001300,0.000800,0.000100,0.008200,0.042300,0.000200,0.002500,0.018900,0.001300,0.001800,0.051800,0.015900,0.000100,7.9491,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7251,15900.9219,5470.8008,6235.5391,0,21371.7227,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.2024,0.078400,0.013500,0.099300,0.011800,0.030800,0.001900,0.006700,0.003200,0.023900,0.001100,0.004900,0.023300,0.2948,0.2510,1.0330,0.016200,0.3525,0.018300,0.000600,0.002400,9.4527,9.5556,0.001300,0.000600,0.000200,0.007200,0.039600,0.000200,0.002100,0.018300,0.001200,0.001500,0.050900,0.013400,0.000100,0.1197,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3575,15899.5117,5470.8008,6235.5391,0,21370.3125,0,0,0,0,9.4482,0,375,221,0,0.1073,0,0,2,0,0,0
,6.8117,0.058800,0.012300,0.076400,0.012100,0.027600,0.001700,0.006100,0.002800,0.021100,0.001100,0.003500,0.021700,2.3918,0.2617,0.9280,0.014800,0.2805,0.020300,0.000600,0.010000,0.004100,0.089500,0.001200,0.000800,0.000100,0.006600,0.037100,0.000200,0.001900,0.015800,0.001100,0.001500,0.049400,0.013900,0.000100,3.4760,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8875,15898.4258,5470.8008,6235.5391,0,21369.2266,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.1461,0.056900,0.012500,0.072700,0.010800,0.027500,0.002000,0.006400,0.003000,0.022100,0.001300,0.003800,0.021600,0.2561,0.2351,0.8838,0.013000,0.3283,0.016400,0.000700,0.002200,0.003600,0.085400,0.000800,0.000700,0.000100,0.005800,0.032400,0.000200,0.001800,0.015900,0.001100,0.001500,0.044800,0.011900,0.000100,0.1022,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5247,15898.4258,5470.8008,6235.5391,0,21369.2266,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,6.6146,0.058800,0.012300,0.078200,0.010900,0.029200,0.001600,0.007000,0.002900,0.023300,0.001300,0.004500,0.023200,0.2695,0.2260,0.9276,0.013900,0.3639,0.019000,0.001000,0.002300,0.004600,0.097700,0.001200,0.000800,0.000100,0.006600,0.036600,0.000200,0.002000,0.017500,0.001100,0.002600,0.047600,0.012400,0.000100,5.4067,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4381,15898.9219,5470.8008,6235.5391,0,21369.7227,0,0,0,0,0,0,408,305,0,0.081100,0,0,2,0,0,0
,0.1619,0.059000,0.011700,0.075900,0.010600,0.028000,0.001800,0.006600,0.002800,0.022600,0.001100,0.004000,0.023000,0.3154,0.2374,0.8870,0.013700,0.3326,0.017600,0.000700,0.002200,0.004000,0.084500,0.000900,0.000700,0.000100,0.005800,0.033600,0.000100,0.002000,0.014200,0.001200,0.001300,0.046200,0.035100,0.000100,0.026300,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,50,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8770,15898.5508,5470.8008,6235.5391,0,21369.3516,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0
,6.6092,0.066700,0.013800,0.087800,0.013500,0.031400,0.002300,0.007400,0.003200,0.026600,0.001500,0.004900,0.026400,0.3056,0.2520,0.9231,0.014400,0.2654,0.018600,0.000700,0.002300,0.004700,0.096700,0.001600,0.000900,0.000100,0.006500,0.036300,0.000200,0.001800,0.016500,0.001100,0.001600,0.048300,0.012900,0.000100,5.3029,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7763,15898.4023,5470.8008,6235.5391,0,21369.2031,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.1725,0.059500,0.011600,0.088300,0.011200,0.026800,0.001600,0.005900,0.002700,0.021400,0.001100,0.003800,0.021400,0.2601,0.2300,0.9393,0.011800,0.3632,0.017000,0.000700,0.002100,9.4332,9.5345,0.001600,0.000600,0.000200,0.007200,0.036900,0.000200,0.002200,0.016000,0.001300,0.001800,0.047400,0.013000,0.000100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4944,15899.7344,5470.8008,6235.5391,0,21370.5352,0,0,0,0,9.4289,0,408,307,0,0.084400,0,0,2,0,0,0
,6.4953,0.055800,0.011600,0.072200,0.011100,0.025000,0.001400,0.005600,0.002500,0.019600,0.001000,0.003500,0.019900,2.3023,0.2111,0.9356,0.013700,0.2882,0.019100,0.000800,0.009400,0.004800,0.092500,0.001300,0.000600,0.000100,0.007000,0.035900,0.000200,0.002100,0.016500,0.001100,0.001500,0.046600,0.012600,0.000100,3.2685,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9071,15899.7109,5470.8008,6235.5391,0,21370.5117,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
